date,LGA,group,bau_mean,bau_lower80,bau_upper80,bau_lower95,bau_upper95
2026-09-01,Aba South,PW,1930.4048406203167,971.1732183765822,3836.0987678521,674.9636504946976,5517.5284824732635
2026-10-01,Aba South,PW,1978.4084945862417,931.0948877975989,4202.4969183212215,624.6290684893914,6261.589425233218
2026-11-01,Aba South,PW,1971.4038315543914,872.3390492927949,4453.600853907499,566.3951413880935,6855.556552833532
2026-12-01,Aba South,PW,2095.267445987954,875.2648214760816,5013.850644930069,551.2106532812153,7956.718995455582
2027-01-01,Aba South,PW,2038.4604313249465,806.4577682739402,5150.227735205852,493.4296700949103,8411.518710986138
2027-02-01,Aba South,PW,2115.0262342446117,794.6448363880115,5626.595152050808,473.0703129368491,9443.942874134134
2027-03-01,Aba South,PW,2190.2325870937416,783.2959250158218,6121.051763363007,454.2725192995939,10545.43108731517
2027-04-01,Aba South,PW,2220.809948413898,757.4955045426335,6507.198687146605,428.40631192046413,11494.963868796858
2027-05-01,Aba South,PW,2273.175976755935,734.3454930502601,7032.260449860838,403.5060471749835,12784.658976852175
2027-06-01,Aba South,PW,2334.641907317265,715.8793538366682,7608.6808898468225,382.6200990257505,14219.378788991582
2027-07-01,Aba South,PW,2381.6764754431692,694.5158085470395,8161.499136418017,361.4292016988163,15663.154985359239
2027-08-01,Aba South,PW,2448.837874452876,680.2597064678081,8808.717577781596,345.0006473464128,17344.937521021253
2027-09-01,Aba South,PW,2496.8106588539363,661.7026295094787,9413.566669370824,327.3032859929499,19002.946514316383
2027-10-01,Aba South,PW,2556.412218842898,647.2262318618601,10088.62139390979,312.46136150266227,20863.955175763836
2027-11-01,Aba South,PW,2610.4747949480347,632.1465203573867,10770.283400245751,298.04798178697604,22804.03805408357
2027-12-01,Aba South,PW,2682.575545649891,622.0198461147883,11558.14655707975,286.5877333024759,25040.324351743868
2028-01-01,Aba South,PW,2733.2999961020128,607.4698860643584,12286.208685119187,273.64378352805693,27221.157999143998
2028-02-01,Aba South,PW,2802.602120924994,597.5672310601552,13130.665825630847,263.3120229852568,29737.279642668997
2028-03-01,Aba South,PW,2873.3068968986527,588.2508044475613,14019.583553220053,253.6664100696114,32440.027991484614
2028-04-01,Aba South,PW,2939.9681652718377,578.3841530669756,14927.426508314526,244.17993198211013,35276.33154674957
2026-05-01,Aba South,U5,645.9437320438146,458.1988097101571,910.4487746493855,381.9975384445871,1091.7908156551605
2026-06-01,Aba South,U5,642.4061613946403,394.9122909683396,1044.6141371819408,305.1699457562485,1351.0970763412606
2026-07-01,Aba South,U5,681.4958528405318,375.1648108611203,1237.2885790890682,273.4221050763476,1696.3872750335963
2026-08-01,Aba South,U5,649.6384081456376,325.6509336840863,1294.9716152647047,225.81274589384302,1865.4309912831088
2026-09-01,Aba South,U5,671.0386995460038,309.6310358250537,1452.9307461275175,205.4559717739527,2186.5657546102725
2026-10-01,Aba South,U5,729.7645048038687,312.3372574824011,1703.287468946258,199.1376479843107,2667.2474130159976
2026-11-01,Aba South,U5,761.2780830742009,303.9310111671492,1904.5716035938487,186.74128674550056,3094.0457728723586
2026-12-01,Aba South,U5,743.2985042270751,278.0183064191603,1984.4620670029958,164.98213071489383,3336.58978155443
2027-01-01,Aba South,U5,796.1464963159726,280.060824936512,2259.8719544332416,160.85845446664962,3924.915014342122
2027-02-01,Aba South,U5,797.273083175925,264.524415809655,2398.92963878701,147.26602833104846,4296.949587618059
2027-03-01,Aba South,U5,824.5469308759102,258.7167313563045,2623.1194840221874,139.80859305493354,4839.100453334911
2027-04-01,Aba South,U5,844.0990549292744,251.0172987077262,2832.9023404525424,131.818781534002,5376.194432848471
2027-05-01,Aba South,U5,864.060258437609,246.9104037143593,3017.54718283773,126.93206401098979,5848.426854114218
2027-06-01,Aba South,U5,887.331369153439,243.8892958420896,3221.405531072599,122.80343826117105,6373.076782563172
2027-07-01,Aba South,U5,903.7496146815346,239.13347518968652,3407.8203013752163,117.98621535768325,6878.552079252911
2027-08-01,Aba South,U5,933.3414758312506,237.9515282705132,3652.4354886829465,115.0968093552614,7518.534759884046
2027-09-01,Aba South,U5,954.0537015191699,234.52318615966053,3871.7718814365003,111.24862249626584,8124.957829155644
2027-10-01,Aba South,U5,968.8545570363418,229.78672244892675,4074.7018073789673,106.93246232096072,8713.874483332238
2027-11-01,Aba South,U5,989.2695257604627,226.52562219005787,4308.992537151282,103.45054822766406,9387.497717718332
2027-12-01,Aba South,U5,1018.8670550031483,225.38500148205614,4593.512900905398,101.04739845043684,10191.604864747947
2028-01-01,Aba South,U5,1036.9815939993935,221.71920367497543,4836.5073711821915,97.60777179025496,10925.17518802912
2028-02-01,Aba South,U5,1064.71408781905,220.15328587342879,5134.562478714443,95.19731019698585,11805.42696402103
2028-03-01,Aba South,U5,1088.7503094166932,217.81177252394028,5426.29361942282,92.53313392791338,12695.631525134566
2028-04-01,Aba South,U5,1114.8959168255406,215.89602450603226,5740.108902405363,90.13263997410718,13662.860692960388
2026-05-01,Aba South,A5,1441.694029491484,1012.4192478737374,2052.8055371429987,839.6050386312905,2475.03329397043
2026-06-01,Aba South,A5,1503.8469913603221,911.3386586774928,2481.153360341958,699.0115532434556,3234.0387031664077
2026-07-01,Aba South,A5,1528.6170476930354,826.7303626486631,2825.6793368630774,597.011727739012,3911.5124208505094
2026-08-01,Aba South,A5,1598.6354039780804,785.0967361453328,3254.112644542315,538.6872134736182,4740.326757012748
2026-09-01,Aba South,A5,1621.933489462126,731.2699674909594,3595.9153838747748,479.5139695314704,5480.44961068652
2026-10-01,Aba South,A5,1667.9965293004711,695.7961272201816,3996.653411091375,437.8237501429551,6346.763570020027
2026-11-01,Aba South,A5,1700.5867218001151,660.175678288271,4378.1649736759955,399.8589583369536,7221.982826225502
2026-12-01,Aba South,A5,1776.6347656261303,644.8172379603701,4892.002500123067,376.85841245608754,8361.88211614159
2027-01-01,Aba South,A5,1789.537386659838,609.4802257173321,5250.642883697776,344.37562297876525,9281.716902182057
2027-02-01,Aba South,A5,1854.2514950091306,594.4650851507957,5779.28535268692,325.2785870713531,10548.138822220353
2027-03-01,Aba South,A5,1918.5354714015336,580.5053313565295,6335.341607347383,308.0302383952113,11922.158216176062
2027-04-01,Aba South,A5,1966.0238855334978,562.7033618288107,6862.863564174236,289.89172117255333,13300.110635473004
2027-05-01,Aba South,A5,2024.2220995044895,547.2440176262307,7480.202567572054,273.51002320472173,14940.256076695518
2027-06-01,Aba South,A5,2085.3139572843984,533.5603607406415,8141.590150771647,258.97856855230873,16741.556713800433
2027-07-01,Aba South,A5,2146.625759466687,520.7302692507806,8839.384916420986,245.68499247887098,18696.109850004013
2027-08-01,Aba South,A5,2212.0829024373797,509.53611239071296,9592.319285732374,233.87363735916276,20851.642246822976
2027-09-01,Aba South,A5,2277.4763320748707,498.8224896494937,10385.596248331922,222.89940108786783,23185.54882773896
2027-10-01,Aba South,A5,2346.1211348355337,489.22021385644183,11236.761042642187,212.9659061215563,25745.98801996025
2027-11-01,Aba South,A5,2416.4020940879186,480.2606539308388,12141.760553495116,203.7906044956431,28534.649371673113
2027-12-01,Aba South,A5,2491.0938202366438,472.3901222870073,13118.26742125038,195.49979922008714,31604.79111791173
2028-01-01,Aba South,A5,2565.247251949467,464.57126842006244,14144.256386818746,187.60757458831387,34916.075692813865
2028-02-01,Aba South,A5,2644.4010885503703,457.7628401326743,15253.389211819376,180.4639497198148,38563.94323037061
2028-03-01,Aba South,A5,2726.1707373063027,451.44394159913884,16437.41268850345,173.81536860284032,42543.658915640495
2028-04-01,Aba South,A5,2809.8799544943663,445.4481866284203,17696.56570912968,167.5653486271396,46871.30313304235
2026-05-01,Arochukwu,PW,3832.00781481226,1342.419509572007,10935.233100479893,770.2151265986591,19049.389964741393
2026-06-01,Arochukwu,PW,3175.966524139154,714.0013381794911,14115.22014750283,323.6624966452845,31087.02648840661
2026-07-01,Arochukwu,PW,3974.1518725503047,632.0110826084725,24961.963278186206,238.33494618978997,66022.92446822001
2026-08-01,Arochukwu,PW,4078.9435173542806,481.86620467399797,34472.191421709766,155.02495056189792,106686.67427807947
2026-09-01,Arochukwu,PW,4968.691499319407,449.77551309407244,54788.6522348439,125.5212398386324,195206.01527986655
2026-10-01,Arochukwu,PW,5624.924293104976,398.5203012755178,79221.56779117094,97.50938533386268,321298.58018191677
2026-11-01,Arochukwu,PW,6326.372747013842,356.3723504053504,112026.8214983419,77.05763888868374,512897.4997451366
2026-12-01,Arochukwu,PW,7686.912514711468,348.5651696694384,169077.62671143172,67.07190355973621,868257.3524638877
2027-01-01,Arochukwu,PW,8747.340624919705,322.3339467186566,236699.9850537431,55.422333755179835,1356438.1721495278
2027-02-01,Arochukwu,PW,10179.378216861618,307.24132203776514,336229.3923211592,47.40029763100372,2141310.225573167
2027-03-01,Arochukwu,PW,10967.812779187856,272.83548701842926,439368.1084193835,37.822860768565796,3099071.335295077
2027-04-01,Arochukwu,PW,12815.19229900547,264.23684732923755,619274.8913364632,33.049587214091474,4823986.557097609
2027-05-01,Arochukwu,PW,14492.411453381563,263.0816776888846,795430.842887952,30.691179621404494,6628309.40265653
2027-06-01,Arochukwu,PW,17128.973478915923,274.0939640941641,1066674.4988776138,29.87798262846999,9503080.691541927
2027-07-01,Arochukwu,PW,18719.04722852343,264.20538613585256,1321390.5951866577,26.856506661685287,12580189.778916085
2027-08-01,Arochukwu,PW,21291.174147657795,265.30464007931516,1702397.7257569397,25.186376560293624,17312691.303585462
2027-09-01,Arochukwu,PW,23462.024952644864,258.24043557285927,2123562.551002113,22.872519219977654,23060553.893919207
2027-10-01,Arochukwu,PW,26265.74805135723,255.5143108091128,2689681.5016008746,21.127169504851228,31180763.129917946
2027-11-01,Arochukwu,PW,29488.93331414478,253.6517524112136,3415079.2365906304,19.581428864571325,42254410.61520737
2027-12-01,Arochukwu,PW,32667.93940998305,248.52556724385025,4277154.299000519,17.89871898880285,56472588.639831014
2028-01-01,Arochukwu,PW,36712.89309874458,247.09563626744625,5433024.613610556,16.610782461112084,76538900.63270603
2028-02-01,Arochukwu,PW,41148.05918588234,245.05024566568105,6881703.455536007,15.370455470577452,103432983.80158426
2028-03-01,Arochukwu,PW,46891.71187573822,247.12962896522336,8862005.67059069,14.474303535677917,142101801.64275596
2028-04-01,Arochukwu,PW,52692.64947274283,245.74313272192921,11253080.956633205,13.423653290721454,192504674.39610472
2026-05-01,Arochukwu,U5,647.7042822332647,315.3155341075908,1329.3717345877785,215.27022946932453,1944.7936805281065
2026-06-01,Arochukwu,U5,697.8549226489921,264.8358063623501,1836.217527593001,158.3671411686409,3063.6104292848527
2026-07-01,Arochukwu,U5,764.1207119084391,236.99080252999164,2458.7996963244127,127.25689061303868,4563.352846799517
2026-08-01,Arochukwu,U5,829.6144445502484,215.75631282912715,3181.9308521196067,105.44463411265943,6480.494922189466
2026-09-01,Arochukwu,U5,910.8918993969473,201.9714072009747,4095.866882153529,90.6257896450983,9074.467064531407
2026-10-01,Arochukwu,U5,997.7353629618362,190.83076759219946,5198.751519271258,79.09567207585482,12452.510899887975
2026-11-01,Arochukwu,U5,1096.8843891568724,182.55553086459844,6565.678357643701,70.21314177338692,16924.95077169885
2026-12-01,Arochukwu,U5,1204.5986528725484,175.6320087484893,8227.79229029056,62.90073998595959,22744.716436577462
2027-01-01,Arochukwu,U5,1320.6554203693315,169.59011946431937,10238.590989658633,56.71101192136779,30266.586584197164
2027-02-01,Arochukwu,U5,1455.8772194733767,165.3798338079767,12755.901987713845,51.755216629762785,40231.82185563114
2027-03-01,Arochukwu,U5,1609.882415702769,162.35124144813085,15884.659234762301,47.636424963702936,53352.883620290304
2027-04-01,Arochukwu,U5,1775.8388379577978,159.45935842836485,19674.737750657227,43.93192557307581,70264.32283688842
2027-05-01,Arochukwu,U5,1960.4070716315064,157.41308670808607,24284.352811383025,40.81287452277593,92006.96990291866
2027-06-01,Arochukwu,U5,2167.3104310028007,155.89859181936114,29964.66170975272,38.072710330932686,120327.74314002896
2027-07-01,Arochukwu,U5,2398.9114715127066,154.84430912615477,36956.23702323936,35.649171224208594,157153.30605136868
2027-08-01,Arochukwu,U5,2659.0320240830865,154.23559258525407,45579.85070124368,33.49899547100683,205099.7651829771
2027-09-01,Arochukwu,U5,2951.105933640715,154.00974347962267,56220.81707940423,31.575277646623498,267531.0081067687
2027-10-01,Arochukwu,U5,3279.86402879491,154.15595391911893,69374.80223992924,29.848884684443885,348927.9446132987
2027-11-01,Arochukwu,U5,3650.2489315142066,154.6441203703338,85653.4964767244,28.291060719440328,455141.91502033314
2027-12-01,Arochukwu,U5,4068.274924133521,155.46364982693535,105831.87828513398,26.880648704833753,593923.4306503884
2028-01-01,Arochukwu,U5,4540.773370912163,156.60303318117067,130882.93628195277,25.599089607488285,775503.1866891434
2028-02-01,Arochukwu,U5,5075.316031614332,158.04408287898775,162023.1632782503,24.429131456489255,1013363.7111352156
2028-03-01,Arochukwu,U5,5681.034878552454,159.7845121228399,200798.93983761538,23.358191707677683,1325447.159228924
2028-04-01,Arochukwu,U5,6368.713605026019,161.82921910504544,249175.72413498888,22.376165966109966,1735666.4943562327
2026-05-01,Arochukwu,A5,3627.1508044437296,1258.7004597897878,10448.689176093761,718.5584322861083,18292.828088379145
2026-06-01,Arochukwu,A5,2795.3280720093458,619.7122463690602,12596.545371544436,278.79735012826706,27945.83610378314
2026-07-01,Arochukwu,A5,3643.1826414683155,569.2427069208032,23287.447117699587,212.61532820922463,62167.137631827085
2026-08-01,Arochukwu,A5,3683.097698815689,425.9977222682611,31785.061486042523,135.45425143398967,99465.12664527238
2026-09-01,Arochukwu,A5,4624.2898389529,408.51804249340904,52239.20403121862,112.4800436101147,188519.42538706018
2026-10-01,Arochukwu,A5,5298.753110356206,365.19711308483335,76699.17601756331,87.99421327434088,315608.0940895876
2026-11-01,Arochukwu,A5,6022.02985330858,328.95061532049704,109945.41903791837,69.91238264010245,511572.3989359853
2026-12-01,Arochukwu,A5,7516.599598105511,329.4884989711587,171001.3310746681,62.21858763008224,893949.7482850518
2027-01-01,Arochukwu,A5,8669.190934104174,307.8327841324893,243406.48358365128,51.849015494405506,1422394.6705831133
2027-02-01,Arochukwu,A5,10350.128301975717,300.0786726503616,355872.2878047116,45.28154228569441,2315087.301564261
2027-03-01,Arochukwu,A5,11014.91687388419,262.32511112909464,460837.786137774,35.48438299787063,3326091.2784252316
2027-04-01,Arochukwu,A5,13166.161398273895,259.0524449683481,666688.1338371997,31.567885066563875,5323468.39120681
2027-05-01,Arochukwu,A5,15085.235412697908,264.0468874031344,858694.2337273473,30.199322231175195,7294852.947177151
2027-06-01,Arochukwu,A5,18529.730575411268,288.76140003165636,1185070.4954475209,31.068616365931764,10707912.672985325
2027-07-01,Arochukwu,A5,20055.67199697039,278.2533728439094,1440519.0821653372,28.063874183950283,13840896.089218697
2027-08-01,Arochukwu,A5,23136.517075378993,285.9392702357946,1865706.3183936472,27.088961682249018,19058898.452013854
2027-09-01,Arochukwu,A5,25360.544479837125,279.211043817614,2295440.070557566,24.803338056083735,24927314.10181897
2027-10-01,Arochukwu,A5,28476.93042575049,279.3630118683641,2892650.623084511,23.287984373938258,33390687.533384576
2027-11-01,Arochukwu,A5,32098.730370660676,280.6109249642663,3658921.998104077,21.951859793874863,44893645.92547021
2027-12-01,Arochukwu,A5,35427.795868375935,275.97626141836946,4531793.783622583,20.23781006876537,59102117.93876406
2028-01-01,Arochukwu,A5,39938.387514874914,277.2269148022244,5733285.717416431,19.070173049435528,79478869.01941954
2028-02-01,Arochukwu,A5,44729.35984549242,276.62494988316837,7206862.4060059525,17.83940100284395,106203221.25771444
2028-03-01,Arochukwu,A5,51619.86702062965,284.40492900719823,9336606.889817918,17.217351712140196,146273395.59835106
2028-04-01,Arochukwu,A5,58018.418161912414,284.6852127622686,11783083.08509774,16.150342327232494,196279048.1068903
2026-05-01,Bende,PW,2618.63087927908,772.6124814844297,8869.676350134101,404.60978281935,16917.88665991294
2026-06-01,Bende,PW,2375.101254567483,422.07190952402783,13343.911455617479,168.69886086108514,33268.85899203439
2026-07-01,Bende,PW,2504.14821732841,301.3829781118897,20753.3679540768,97.73050161239891,63563.62783326503
2026-08-01,Bende,PW,2464.3251305337703,213.33323604729705,28355.908668612436,57.82257484646276,103323.75270090693
2026-09-01,Bende,PW,2598.2069639507836,168.1777235405732,39932.6076881896,38.833571071528695,169601.59047120842
2026-10-01,Bende,PW,2604.4817690943137,129.49445552038293,52020.63740989349,25.745883436830425,253815.0784674133
2026-11-01,Bende,PW,2620.799555202371,102.1624621934506,66630.14432815212,17.60880343955729,369385.0774007338
2026-12-01,Bende,PW,2631.2227495132443,81.71646752613599,83762.2071372708,12.24629493953753,523058.21275953075
2027-01-01,Bende,PW,2707.151930852099,67.88233844752153,106471.67566511952,8.862705938884444,743617.1232639989
2027-02-01,Bende,PW,2727.4240596667687,55.80372688440519,131051.98292341865,6.315195723314216,1017647.4855549132
2027-03-01,Bende,PW,2689.9427438951466,45.296095256232576,156409.0127849788,4.3895008834409674,1343569.2131843346
2027-04-01,Bende,PW,2767.7294926231475,38.69001677447546,193142.35508800106,3.195065969466231,1827351.194010102
2027-05-01,Bende,PW,2785.893130334494,33.316922879763894,226323.8761294248,2.346731116200866,2320703.308245191
2027-06-01,Bende,PW,2825.462448289606,29.04130236073515,265929.2141984691,1.710179227642298,2947733.9284169525
2027-07-01,Bende,PW,2835.3300371026226,25.134972050402325,307815.21131470555,1.1861252814795114,3679919.884463709
2027-08-01,Bende,PW,2859.1268840651305,21.938949016670453,356611.928822816,0.7828621902152045,4588309.772334392
2027-09-01,Bende,PW,2869.148067535673,19.109580768345026,409642.04648986046,0.45505339385530963,5661475.042299741
2027-10-01,Bende,PW,2889.500650253418,16.751836815248208,470654.18323933583,0.19791024232739196,6974640.099054885
2027-11-01,Bende,PW,2909.2282017787866,14.715167536781726,538932.369091083,0.0,8549371.794290476
2027-12-01,Bende,PW,2929.5790840663044,12.954676342483772,615440.9892792933,0.0,10435261.41403949
2028-01-01,Bende,PW,2944.997946890004,11.40335466524968,699721.3039502129,0.0,12663149.597038075
2028-02-01,Bende,PW,2964.904841256016,10.068613241471185,794731.9385787334,0.0,15330651.989042649
2028-03-01,Bende,PW,2989.455027935151,8.915675012990652,901886.2908184797,0.0,18521461.63748486
2028-04-01,Bende,PW,3005.2320086470995,7.875932741909354,1018194.0621530149,0.0,22234669.975601714
2026-05-01,Bende,U5,1029.4508407446256,321.18090675088524,3294.753761138696,173.10343444337445,6097.8396845017705
2026-06-01,Bende,U5,1034.6837413226215,297.5364431972556,3591.997895172495,153.53148237105984,6940.24456442089
2026-07-01,Bende,U5,1154.138210908371,307.05425882508916,4330.523580909894,152.02641630296884,8718.698980983749
2026-08-01,Bende,U5,1209.7073403126685,298.5806824231342,4891.879781269177,142.03379766746937,10247.0133212624
2026-09-01,Bende,U5,1309.0752075153462,300.513138088749,5691.279481503695,137.53985935098376,12387.471140267487
2026-10-01,Bende,U5,1419.5982970517155,303.7265895413498,6621.656475838609,133.8949118332434,14959.531084233924
2026-11-01,Bende,U5,1521.7180727329721,303.9668675740676,7602.023723436052,129.18459118053227,17809.63571350178
2026-12-01,Bende,U5,1657.6793475090778,309.6344976073792,8855.766389580105,126.97575403394644,21496.956379482326
2027-01-01,Bende,U5,1802.8060814515945,315.3035322057652,10285.689992968886,124.85091972025698,25852.735409436485
2027-02-01,Bende,U5,1958.8579673120785,321.1553462260526,11921.953621702176,122.8672533881246,31008.351922910086
2027-03-01,Bende,U5,2099.7894598858097,323.031414567605,13619.02619609134,119.46158788232593,36635.71077520997
2027-04-01,Bende,U5,2295.4484039210897,331.6663450614766,15851.746603799513,118.6310123513533,44081.84414064028
2027-05-01,Bende,U5,2454.8360535655647,338.14549321363637,17782.313777350788,117.9127361776505,50717.96346731302
2027-06-01,Bende,U5,2662.4043534672605,346.7103078487482,20400.243765123258,117.34230271877377,59941.40932530892
