date,LGA,group,bau_mean,bau_lower80,bau_upper80,bau_lower95,bau_upper95
2027-11-01,Aba North,U5,2482.2885212156025,433.02617313320263,14207.179739678062,171.39063942323438,35770.79074358742
2027-12-01,Aba North,U5,2731.4056308835106,448.9960941460874,16590.34518900985,172.19505500872629,43106.700339988
2028-01-01,Aba North,U5,2930.578451968001,454.2188497612152,18878.165975994096,168.83388754037531,50602.28268114324
2028-02-01,Aba North,U5,3202.101140833191,468.23175620218467,21864.222851596787,168.7451814925578,60441.69903977637
2028-03-01,Aba North,U5,3505.96169860563,483.90385787621756,25362.33781577463,169.1307153905823,72289.18185958738
2028-04-01,Aba North,U5,3834.4321995563023,499.75728048181327,29375.587681839097,169.43819561789408,86309.11437349935
2026-05-01,Aba North,A5,1706.0420372575668,938.008896875317,3102.264012365783,683.3200464729925,4257.230534065562
2026-06-01,Aba North,A5,1881.6643354980044,994.5305317997264,3559.3378168106096,709.5076498585311,4987.581053084898
2026-07-01,Aba North,A5,2067.687310021617,1052.0183198673426,4063.0006977120715,735.5360870783848,5809.261386675325
2026-08-01,Aba North,A5,2283.4586057605497,1119.6772587481573,4655.783280552153,767.6800014262844,6788.237539353236
2026-09-01,Aba North,A5,2515.4641292536876,1189.852655903378,5316.695419687858,800.3994513515812,7900.91670725558
2026-10-01,Aba North,A5,2768.67114628369,1264.3571441422926,6061.381908592429,834.8226467887708,9176.877972113669
2026-11-01,Aba North,A5,3055.1166196186778,1347.8578754241787,6923.264566993288,873.8481850253996,10674.96521611156
2026-12-01,Aba North,A5,3394.9945335598454,1447.8510923553124,7958.947666685455,921.9701086926418,12494.289677695155
2027-01-01,Aba North,A5,3733.7563665473926,1539.95969875059,9050.765032385767,963.4164946930274,14462.051175732995
2027-02-01,Aba North,A5,4148.507215939118,1655.4475957293614,10393.781084245093,1017.7221960418298,16900.96817349388
2027-03-01,Aba North,A5,4610.053933113327,1780.5013866410952,11933.775091119996,1075.8364316700881,19743.70564773192
2027-04-01,Aba North,A5,5112.8008014018715,1911.7730846589918,13670.751681449765,1135.5296464187888,23008.48217129246
2027-05-01,Aba North,A5,5709.635826726592,2064.492353232462,15787.662443827045,1204.6533232918061,27047.705391077252
2027-06-01,Aba North,A5,6369.0151515265925,2229.520487969513,18190.75983790962,1278.838228692397,31703.860912098025
2027-07-01,Aba North,A5,7114.007542979221,2411.3910759908654,20983.712155701454,1359.7831245589682,37200.61679184424
2027-08-01,Aba North,A5,7957.524090379141,2612.2206230685774,24236.565377381066,1448.2516837729847,43703.006975690085
2027-09-01,Aba North,A5,8913.32993932848,2834.007441815055,28029.006939358165,1544.8784674017265,51403.609057509806
2027-10-01,Aba North,A5,9998.040435760684,3079.23622902084,32457.812312508766,1650.5009287422522,60538.360224350865
2027-11-01,Aba North,A5,11231.15793805487,3350.7834215290513,37639.07278485059,1766.0897613745253,71393.99911270766
2027-12-01,Aba North,A5,12635.586406739756,3651.9689446558646,43712.29689200062,1892.7611199095766,84319.72785538252
2028-01-01,Aba North,A5,14235.203452947999,3985.765362146145,50834.56977745688,2031.3572741721694,99720.38822701886
2028-02-01,Aba North,A5,16062.845747072442,4356.970131534842,59211.691321235674,2183.5536214812873,118122.50937431456
2028-03-01,Aba North,A5,18152.586746689052,4769.842976280955,69075.41131933937,2350.6204094001996,140137.56592340913
2028-04-01,Aba North,A5,20545.242271119874,5229.522582101331,80707.58405393934,2534.1362927389837,166517.88605462734
2026-05-01,Aba South,PW,1747.915048023041,1287.9536115443807,2372.013130811279,1095.678648754435,2788.061179111486
2026-06-01,Aba South,PW,1854.1588693095582,1203.1287140327208,2857.1781916417253,956.8691741260407,3591.9900693568607
2026-07-01,Aba South,PW,1833.7519522880978,1078.787687444549,3116.570949889034,814.5624339944003,4126.59904834962
2026-08-01,Aba South,PW,1965.4367280483057,1064.1831660252749,3629.2426932323224,768.9757540653247,5021.071649660365
