LGA,date,bau_mean,bau_lower80,bau_upper80,bau_lower95,bau_upper95
Aba South,2028-02-01,6511.7172972944145,1275.4833570662583,33518.61751616467,538.9732829020575,80106.64983706064
Aba South,2028-03-01,6688.227943621649,1257.5065185706403,35883.28986114632,520.014912600365,87679.31843225968
Aba South,2028-04-01,6864.744036591745,1239.7283642014281,38364.10111984957,501.8779205833569,95810.49537275231
Arochukwu,2026-05-01,8106.862901489254,2916.4355034693854,22713.294011161433,1704.043788354092,39287.011733648644
Arochukwu,2026-06-01,6669.149518797492,1598.5493909109014,28547.983046640267,760.8269879421924,62096.4730214746
Arochukwu,2026-07-01,8381.45522592706,1438.2445920592675,50708.2100922102,578.2071650120533,132753.4149468466
Arochukwu,2026-08-01,8591.655660720218,1123.6202397713862,69439.1837598719,395.923836108547,212632.29584554132
Arochukwu,2026-09-01,10503.873237669253,1060.2649627884562,111123.72314821606,328.6270730938454,392799.90773145814
Arochukwu,2026-10-01,11921.412766423018,954.5481819525506,161119.49532800552,264.5992706840584,649359.1851713924
Arochukwu,2026-11-01,13445.286989479293,867.8784965904458,228537.91889390396,217.1831633021731,1041394.8494528207
Arochukwu,2026-12-01,16408.110765689526,853.6856773890864,348306.75007639034,192.19123117577806,1784951.817185517
