LGA,scenario,date,programme_cost_usd_2024,treatment_savings_usd_2024,net_cost_usd_2024,cost_CM_usd_2024,cost_IPTp_usd_2024,cost_Dual AI_usd_2024,cost_PMC_usd_2024,cost_Vac_usd_2024,cost_LSM_usd_2024,cost_Pyr_usd_2024
Aba North,High,2027-01-01,47739.367254639474,19491.973052440397,28247.394202199077,25180.766416335413,434.5073561054331,16862.111482356442,308.54449984217945,4953.4375,,
Aba North,High,2027-02-01,55491.491865348326,23228.828074215293,32262.663791133033,30426.379822788273,482.7859512282589,18735.679424840488,342.827222046866,5503.819444444445,,
Aba North,High,2027-03-01,64049.418634569156,27499.864505332793,36549.55412923636,36477.79538775308,531.0645463510848,20609.247367324537,377.1099442515527,6054.201388888888,,
Aba North,High,2027-04-01,73431.06394261755,32227.143540550493,41203.92040206706,43352.92949154548,579.3431414739107,22482.815309808586,411.3926664562393,6604.583333333333,,
Aba North,High,2027-05-01,77594.97143025923,35200.6788741076,42394.29255615163,47516.83697918717,579.3431414739107,22482.815309808586,411.3926664562393,6604.583333333333,,
Aba North,High,2027-06-01,82175.67526878537,38475.43606985159,43700.239198933785,52097.54081771331,579.3431414739107,22482.815309808586,411.3926664562393,6604.583333333333,,
Aba North,High,2027-07-01,87172.41147359804,41942.87153333018,45229.53994026786,57094.277022525974,579.3431414739107,22482.815309808586,411.3926664562393,6604.583333333333,,
Aba North,High,2027-08-01,92815.32547522719,45877.513631911264,46937.811843315925,62737.191024155116,579.3431414739107,22482.815309808586,411.3926664562393,6604.583333333333,,
Aba North,High,2027-09-01,99014.9101778534,50083.704288489076,48931.20588936432,68936.77572678131,579.3431414739107,22482.815309808586,411.3926664562393,6604.583333333333,,
Aba North,High,2027-10-01,105927.69771937573,54712.53141660502,51215.16630277071,75849.56326830365,579.3431414739107,22482.815309808586,411.3926664562393,6604.583333333333,,
Aba North,High,2027-11-01,113672.02958778254,59844.83008625987,53827.19950152267,83593.89513671046,579.3431414739107,22482.815309808586,411.3926664562393,6604.583333333333,,
Aba North,High,2027-12-01,122640.293047587,65947.41162768209,56692.88141990491,92562.15859651491,579.3431414739107,22482.815309808586,411.3926664562393,6604.583333333333,,
Aba North,High,2028-01-01,132366.29510214567,72225.94645475523,60140.348647390434,102288.16065107359,579.3431414739107,22482.815309808586,411.3926664562393,6604.583333333333,,
Aba North,High,2028-02-01,143630.5144444907,79668.08561392316,63962.42883056753,113552.37999341862,579.3431414739107,22482.815309808586,411.3926664562393,6604.583333333333,,
Aba North,High,2028-03-01,156402.72085758112,88070.28955083324,68332.43130674788,126324.58640650904,579.3431414739107,22482.815309808586,411.3926664562393,6604.583333333333,,
Aba North,High,2028-04-01,170847.5481507202,97483.42264046628,73364.12551025391,140769.4136996481,579.3431414739107,22482.815309808586,411.3926664562393,6604.583333333333,,
Aba North,Maximum,2026-05-01,4577.899158209673,1489.9684591136822,3087.9306990959913,1743.6742526223952,54.3134195131791,2081.7421583156106,37.71099442515527,660.4583333333331,,
Aba North,Maximum,2026-06-01,9471.98236195051,3259.1835694839187,6212.79879246659,3803.532550775956,108.62683902635828,4163.484316631219,75.42198885031054,1320.9166666666663,,
