LGA,scenario,date,programme_cost_usd_2024,treatment_savings_usd_2024,net_cost_usd_2024,cost_CM_usd_2024,cost_IPTp_usd_2024,cost_Dual AI_usd_2024,cost_PMC_usd_2024,cost_Vac_usd_2024,cost_LSM_usd_2024,cost_Pyr_usd_2024
Bende,Maximum,2027-02-01,95901.52854206973,36223.935368497114,59677.59317357262,56712.24473987716,979.2574876855501,37530.173785349114,679.852529157905,,,
Bende,Maximum,2027-03-01,109336.17864808267,41804.596969362254,67531.58167872042,66227.96646567085,1077.1832364541056,41283.19116388403,747.8377820736955,,,
Bende,Maximum,2027-04-01,126012.27021919515,49304.37091813944,76707.89930105572,78985.12965656407,1175.1089852226605,45036.208542418935,815.8230349894861,,,
Bende,Maximum,2027-05-01,131586.806024654,52525.89746530142,79060.9085593526,84559.66546202295,1175.1089852226605,45036.208542418935,815.8230349894861,,,
Bende,Maximum,2027-06-01,138610.1914797278,56622.53866576262,81987.65281396518,91583.05091709674,1175.1089852226605,45036.208542418935,815.8230349894861,,,
Bende,Maximum,2027-07-01,145892.01184746088,60818.32841153136,85073.68343592952,98864.8712848298,1175.1089852226605,45036.208542418935,815.8230349894861,,,
Bende,Maximum,2027-08-01,154210.69266260025,65628.06010193189,88582.63256066837,107183.5520999692,1175.1089852226605,45036.208542418935,815.8230349894861,,,
Bende,Maximum,2027-09-01,163199.57275807188,70798.68923252523,92400.88352554665,116172.43219544082,1175.1089852226605,45036.208542418935,815.8230349894861,,,
Bende,Maximum,2027-10-01,173341.70741273504,76626.79453840145,96714.91287433359,126314.56685010396,1175.1089852226605,45036.208542418935,815.8230349894861,,,
Bende,Maximum,2027-11-01,184617.2047041743,83097.56361757578,101519.64108659852,137590.06414154323,1175.1089852226605,45036.208542418935,815.8230349894861,,,
Bende,Maximum,2027-12-01,197155.07678179955,90273.38013133498,106881.69665046457,150127.93621916848,1175.1089852226605,45036.208542418935,815.8230349894861,,,
Bende,Maximum,2028-01-01,211030.27283645255,98198.67478053969,112831.59805591287,164003.13227382148,1175.1089852226605,45036.208542418935,815.8230349894861,,,
Bende,Maximum,2028-02-01,226598.56226256935,107076.91438640116,119521.6478761682,179571.42169993828,1175.1089852226605,45036.208542418935,815.8230349894861,,,
Bende,Maximum,2028-03-01,244107.17914158973,117051.37592106305,127055.80322052668,197080.03857895866,1175.1089852226605,45036.208542418935,815.8230349894861,,,
Bende,Maximum,2028-04-01,263439.39067073626,128032.66739849567,135406.7232722406,216412.25010810516,1175.1089852226605,45036.208542418935,815.8230349894861,,,
Bende,Scenario 1,2026-05-01,1602.7104277621406,492.53389821132487,1110.1765295508158,817.9847194754393,21.76127750412341,750.6034757069797,12.360955075598312,,,
Bende,Scenario 1,2026-06-01,3169.1731286056893,951.7870878796267,2217.3860407260627,1599.721712032282,43.52255500824667,1501.2069514139641,24.72191015119654,,,
Bende,Scenario 1,2026-07-01,4986.309979600987,1556.0590911383772,3430.2508884626104,2632.1328547408734,65.28383251237008,2251.810427120949,37.08286522679486,,,
Bende,Scenario 1,2026-08-01,6796.531676990996,2141.2168311469472,4655.314845844048,3657.6288438441816,87.04511001649334,3002.4139028279283,49.44382030239308,,,
Bende,Scenario 1,2026-09-01,8930.215802688623,2907.3680073673772,6022.847795321246,5006.587261255106,108.80638752061675,3753.0173785349084,61.8047753779914,,,
Bende,Scenario 1,2026-10-01,11096.650992608682,3680.102617933945,7416.548374674737,6388.29674288846,130.56766502474002,4503.620854241893,74.16573045358972,,,
Bende,Scenario 1,2026-11-01,13438.135164543579,4537.5558958829415,8900.579268660636,7945.055206536648,152.32894252886356,5254.224329948878,86.52668552918794,,,
Bende,Scenario 1,2026-12-01,15988.375209468217,5503.316248602537,10485.058960865681,9710.569543174588,174.09022003298685,6004.8278056558565,98.88764060478616,,,
Bende,Scenario 1,2027-01-01,18933.347369627532,6675.053681029097,12258.293688598435,11870.815995047202,195.8514975371101,6755.431281362838,111.24859568038448,,,
Bende,Scenario 1,2027-02-01,22025.31826783632,7911.31637392861,14114.001893907709,14178.061184969281,217.61277504123365,7506.034757069821,123.6095507559828,,,
Bende,Scenario 1,2027-03-01,25188.974407571463,9162.856534506716,16026.117873064746,16556.991616417716,239.37405254535693,8256.638232776806,135.97050583158102,,,
Bende,Scenario 1,2027-04-01,29162.990913581463,10847.565452650599,18315.425460930863,19746.282414141016,261.1353300494802,9007.241708483785,148.33146090717932,,,
Bende,Scenario 1,2027-05-01,30556.62486494618,11544.38617327733,19012.238691668852,21139.91636550574,261.1353300494802,9007.241708483785,148.33146090717932,,,
Bende,Scenario 1,2027-06-01,32312.47122871463,12431.744167908118,19880.72706080651,22895.762729274185,261.1353300494802,9007.241708483785,148.33146090717932,,,
Bende,Scenario 1,2027-07-01,34132.9263206479,13338.308270995694,20794.618049652207,24716.21782120745,261.1353300494802,9007.241708483785,148.33146090717932,,,
Bende,Scenario 1,2027-08-01,36212.596524432745,14378.436299824903,21834.16022460784,26795.8880249923,261.1353300494802,9007.241708483785,148.33146090717932,,,
Bende,Scenario 1,2027-09-01,38459.81654830065,15495.456168630517,22964.360379670135,29043.108048860206,261.1353300494802,9007.241708483785,148.33146090717932,,,
Bende,Scenario 1,2027-10-01,40995.35021196644,16755.1231739584,24240.22703800804,31578.64171252599,261.1353300494802,9007.241708483785,148.33146090717932,,,
Bende,Scenario 1,2027-11-01,43814.22453482626,18153.469991723992,25660.754543102266,34397.51603538581,261.1353300494802,9007.241708483785,148.33146090717932,,,
Bende,Scenario 1,2027-12-01,46948.69255423257,19704.018229297897,27244.674324934673,37531.98405479212,261.1353300494802,9007.241708483785,148.33146090717932,,,
Bende,Scenario 1,2028-01-01,50417.49156789582,21415.978811348847,29001.512756546974,41000.78306845537,261.1353300494802,9007.241708483785,148.33146090717932,,,
Bende,Scenario 1,2028-02-01,54309.56392442502,23333.929629433933,30975.634294991087,44892.85542498457,261.1353300494802,9007.241708483785,148.33146090717932,,,
Bende,Scenario 1,2028-03-01,58686.718144180115,25488.81756423185,33197.90057994827,49270.009644739665,261.1353300494802,9007.241708483785,148.33146090717932,,,
Bende,Scenario 1,2028-04-01,63519.77102646674,27860.349800607335,35659.421225859405,54103.06252702629,261.1353300494802,9007.241708483785,148.33146090717932,,,
Bende,Scenario 2,2026-05-01,3211.601333062085,1003.8460169308644,2207.7553161312208,1635.9694389508786,43.52255500824667,1501.2069514139641,30.902387688995656,,,
Bende,Scenario 2,2026-06-01,6350.707212286988,1938.4344896582888,4412.272722628699,3199.443424064575,87.04511001649334,3002.4139028279283,61.8047753779914,,,
Bende,Scenario 2,2026-07-01,9991.161391815365,3165.773080315061,6825.388311500305,5264.265709481747,130.56766502474002,4503.620854241893,92.70716306698705,,,
Bende,Scenario 2,2026-08-01,13617.785264133188,4351.211767679847,9266.57349645334,7315.257687688363,174.09022003298685,6004.8278056558565,123.60955075598271,,,
Bende,Scenario 2,2026-09-01,17891.333993066244,5898.950292078666,11992.383700987579,10013.174522510211,217.61277504123336,7506.034757069821,154.51193844497845,,,
Bende,Scenario 2,2026-10-01,22230.384850444145,7460.427532049496,14769.957318394649,12776.593485776906,261.1353300494802,9007.241708483785,185.4143261339741,,,
Bende,Scenario 2,2026-11-01,26919.53367185175,9188.566201800475,17730.967470051277,15890.110413073297,304.65788505772673,10508.448659897756,216.31671382296986,,,
Bende,Scenario 2,2026-12-01,32026.194239238826,11135.102149164308,20891.09209007452,19421.139086349176,348.1804400659735,12009.655611311713,247.21910151196542,,,
Bende,Scenario 2,2027-01-01,37922.319037095265,13490.12927015757,24432.189766937696,23741.631990094404,391.7029950742204,13510.862562725684,278.12148920096115,,,
Bende,Scenario 2,2027-02-01,44112.44131105065,15973.811564595757,28138.62974645489,28356.12236993858,435.2255500824669,15012.069514139643,309.0238768899569,,,
Bende,Scenario 2,2027-03-01,50445.9340680587,18484.38313226729,31961.55093579141,33113.98323283543,478.74810509071335,16513.276465553605,339.9262645789525,,,
Bende,Scenario 2,2027-04-01,58400.14755761652,21858.484516995977,36541.66304062054,39492.56482828203,522.2706600989602,18014.48341696757,370.8286522679482,,,
Bende,Scenario 2,2027-05-01,61187.415460345954,23269.361167531242,37918.05429281471,42279.83273101148,522.2706600989602,18014.48341696757,370.8286522679482,,,
Bende,Scenario 2,2027-06-01,64699.10818788285,25066.394699023975,39632.71348885888,45791.52545854837,522.2706600989602,18014.48341696757,370.8286522679482,,,
Bende,Scenario 2,2027-07-01,68340.01837174938,26903.14334099558,41436.8750307538,49432.4356424149,522.2706600989602,18014.48341696757,370.8286522679482,,,
Bende,Scenario 2,2027-08-01,72499.35877931907,29009.831919807926,43489.52685951114,53591.7760499846,522.2706600989602,18014.48341696757,370.8286522679482,,,
Bende,Scenario 2,2027-09-01,76993.79882705488,31272.62432224047,45721.17450481441,58086.21609772041,522.2706600989602,18014.48341696757,370.8286522679482,,,
Bende,Scenario 2,2027-10-01,82064.86615438646,33822.497082129696,48242.36907225676,63157.28342505198,522.2706600989602,18014.48341696757,370.8286522679482,,,
Bende,Scenario 2,2027-11-01,87702.6148001061,36652.86495198411,51049.74984812198,68795.03207077162,522.2706600989602,18014.48341696757,370.8286522679482,,,
Bende,Scenario 2,2027-12-01,93971.55083891872,39790.01386135618,54181.53697756254,75063.96810958424,522.2706600989602,18014.48341696757,370.8286522679482,,,
Bende,Scenario 2,2028-01-01,100909.14886624523,43253.592105276584,57655.55676096865,82001.56613691074,522.2706600989602,18014.48341696757,370.8286522679482,,,
Bende,Scenario 2,2028-02-01,108693.29357930363,47132.39291326803,61560.9006660356,89785.71084996914,522.2706600989602,18014.48341696757,370.8286522679482,,,
Bende,Scenario 2,2028-03-01,117447.6020188138,51489.20919172977,65958.39282708403,98540.01928947933,522.2706600989602,18014.48341696757,370.8286522679482,,,
Bende,Scenario 2,2028-04-01,127113.70778338707,56283.26672358144,70830.44105980563,108206.12505405258,522.2706600989602,18014.48341696757,370.8286522679482,,,
Bende,Target,2026-05-01,5195.793976215531,1652.026497307187,3543.767478908344,2453.954158426329,65.28383251237008,2627.112164974439,49.44382030239308,,,
Bende,Target,2026-06-01,10282.84477167527,3187.9811384087657,7094.863633266505,4799.165136096867,130.56766502474002,5254.224329948878,98.88764060478616,,,
Bende,Target,2026-07-01,16121.918017590211,5200.299286330015,10921.618731260196,7896.398564222608,195.8514975371101,7881.3364949233155,148.33146090717926,,,
Bende,Target,2026-08-01,21940.24580268935,7141.405443245814,14798.840359443537,10972.886531532542,261.1353300494802,10508.448659897756,197.7752812095723,,,
Bende,Target,2026-09-01,28728.960872711337,9671.29222004298,19057.668652668355,15019.76178376533,326.41916256184993,13135.560824872193,247.21910151196542,,,
Bende,Target,2026-10-01,35615.92913540055,12220.220502823513,23395.708632577036,19164.89022866535,391.70299507422004,15762.672989846622,296.66292181435864,,,
Bende,Target,2026-11-01,43028.04434413434,15038.028204209975,27990.016139924363,23835.16561960993,456.98682758659015,18389.78515482107,346.1067421167518,,,
Bende,Target,2026-12-01,51066.427171837364,18207.828860679772,32858.59831115759,29131.70862952376,522.2706600989602,21016.897319795502,395.55056241914485,,,
Bende,Target,2027-01-01,60289.00634524444,22039.17423504486,38249.83211019958,35612.447985141625,587.5544926113303,23644.00948476994,444.99438272153793,,,
Bende,Target,2027-02-01,69952.5817327999,26075.22986085568,43877.351871944215,42534.18355490788,652.8383251237001,26271.12164974438,494.438203023931,,,
Bende,Target,2027-03-01,79831.21284493434,30151.619124302404,49679.593720631936,49670.97484925313,718.1221576360701,28898.233814718817,543.8820233263241,,,
Bende,Target,2027-04-01,92140.92505589347,35625.92999260863,56514.99506328484,59238.84724242306,783.4059901484402,31525.34597969326,593.3258436287172,,,
Bende,Target,2027-05-01,96321.82690998763,37955.1641820117,58366.662727975934,63419.74909651722,783.4059901484402,31525.34597969326,593.3258436287172,,,
Bende,Target,2027-06-01,101589.36600129298,40917.7559369536,60671.61006433937,68687.28818782256,783.4059901484402,31525.34597969326,593.3258436287172,,,
Bende,Target,2027-07-01,107050.73127709277,43951.977003943844,63098.75427314892,74148.65346362235,783.4059901484402,31525.34597969326,593.3258436287172,,,
Bende,Target,2027-08-01,113289.74188844732,47429.96144064392,65859.7804478034,80387.6640749769,783.4059901484402,31525.34597969326,593.3258436287172,,,
Bende,Target,2027-09-01,120031.40196005102,51168.84230769273,68862.5596523583,87129.3241465806,783.4059901484402,31525.34597969326,593.3258436287172,,,
Bende,Target,2027-10-01,127638.00295104837,55381.964711884604,72256.03823916377,94735.92513757796,783.4059901484402,31525.34597969326,593.3258436287172,,,
Bende,Target,2027-11-01,136094.62591962784,60059.438813111556,76035.18710651628,103192.54810615741,783.4059901484402,31525.34597969326,593.3258436287172,,,
Bende,Target,2027-12-01,145498.02997784677,65245.59119918336,80252.43877866342,112595.95216437636,783.4059901484402,31525.34597969326,593.3258436287172,,,
Bende,Target,2028-01-01,155904.42701883655,70973.14893401679,84931.27808481976,123002.34920536613,783.4059901484402,31525.34597969326,593.3258436287172,,,
Bende,Target,2028-02-01,167580.6440884241,77388.3333590444,90192.31072937971,134678.5662749537,783.4059901484402,31525.34597969326,593.3258436287172,,,
Bende,Target,2028-03-01,180712.10674768942,84594.82028397187,96117.28646371755,147810.028934219,783.4059901484402,31525.34597969326,593.3258436287172,,,
Bende,Target,2028-04-01,195211.2653945493,92527.92374933387,102683.34164521542,162309.18758107888,783.4059901484402,31525.34597969326,593.3258436287172,,,
Ikwuano,BAU,2026-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Ikwuano,BAU,2026-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Ikwuano,BAU,2026-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Ikwuano,BAU,2026-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Ikwuano,BAU,2026-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Ikwuano,BAU,2026-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Ikwuano,BAU,2026-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Ikwuano,BAU,2026-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Ikwuano,BAU,2027-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Ikwuano,BAU,2027-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Ikwuano,BAU,2027-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Ikwuano,BAU,2027-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Ikwuano,BAU,2027-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Ikwuano,BAU,2027-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Ikwuano,BAU,2027-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Ikwuano,BAU,2027-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Ikwuano,BAU,2027-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Ikwuano,BAU,2027-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Ikwuano,BAU,2027-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Ikwuano,BAU,2027-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Ikwuano,BAU,2028-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Ikwuano,BAU,2028-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Ikwuano,BAU,2028-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Ikwuano,BAU,2028-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Ikwuano,High,2026-05-01,4308.346976735154,1337.9122146286002,2970.4347621065544,1783.6888946995357,62.31529740729708,2418.097735776188,44.245048852133266,,,
Ikwuano,High,2026-06-01,8888.096802210075,2872.7187911661713,6015.378011043904,3838.7806381388373,124.63059481459406,4836.195471552376,88.49009770426647,,,
Ikwuano,High,2026-07-01,13237.540342877783,4232.093605777198,9005.446737100585,5663.566096770927,186.9458922218913,7254.293207328564,132.73514655639974,,,
Ikwuano,High,2026-08-01,17620.831106570844,5601.448229071146,12019.382877499698,7522.198778428361,249.2611896291882,9672.39094310476,176.98019540853295,,,
Ikwuano,High,2026-09-01,22008.402423343377,6984.8092051843905,15023.593218158987,9385.112013165277,311.5764870364855,12090.488678880947,221.22524426066627,,,
Ikwuano,High,2026-10-01,26658.452147131873,8549.619734254244,18108.83241287763,11510.503654918157,373.89178444378257,14508.586414657135,265.4702931127995,,,
Ikwuano,High,2026-11-01,31097.88246295973,9956.349200375756,21141.533262583973,13425.275888710386,436.20708185107964,16926.68415043333,309.7153419649327,,,
Ikwuano,High,2026-12-01,35814.8305706006,11562.140024903736,24252.690545696863,15617.56591431564,498.5223792583765,19344.781886209512,353.96039081706607,,,
Ikwuano,High,2027-01-01,40000.6268323297,12764.396762838413,27236.230069491285,17278.704094009125,560.8376766656738,21762.879621985707,398.2054396691992,,,
Ikwuano,High,2027-02-01,44762.89093413214,14408.778884949483,30354.11204918266,19516.310113775944,623.1529740729709,24180.977357761894,442.4504885213324,,,
Ikwuano,High,2027-03-01,49650.20320373792,16130.73466779475,33519.46853594317,21878.9643013461,685.468271480268,26599.075093538082,486.6955373734658,,,
Ikwuano,High,2027-04-01,54525.59621497081,17863.92240266265,36661.67381230816,24229.69923054338,747.783568887565,29017.17282931427,530.940586225599,,,
Ikwuano,High,2027-05-01,55063.03921319936,18387.04030827468,36675.99890492468,24767.14222877192,747.783568887565,29017.17282931427,530.940586225599,,,
Ikwuano,High,2027-06-01,55738.532343276835,19023.830957471608,36714.70138580522,25442.6353588494,747.783568887565,29017.17282931427,530.940586225599,,,
Ikwuano,High,2027-07-01,56380.90111422907,19646.97459057956,36733.92652364951,26085.004129801637,747.783568887565,29017.17282931427,530.940586225599,,,
Ikwuano,High,2027-08-01,57108.15872349417,20344.459055108575,36763.6996683856,26812.261739066744,747.783568887565,29017.17282931427,530.940586225599,,,
Ikwuano,High,2027-09-01,57947.648890151744,21146.085503123617,36801.56338702813,27651.751905724308,747.783568887565,29017.17282931427,530.940586225599,,,
Ikwuano,High,2027-10-01,58914.26211356277,22059.266030254348,36854.99608330842,28618.365129135345,747.783568887565,29017.17282931427,530.940586225599,,,
Ikwuano,High,2027-11-01,59964.95085364487,23053.72127025556,36911.229583389315,29669.053869217445,747.783568887565,29017.17282931427,530.940586225599,,,
Ikwuano,High,2027-12-01,61170.703619451684,24187.153713978947,36983.54990547274,30874.806635024255,747.783568887565,29017.17282931427,530.940586225599,,,
Ikwuano,High,2028-01-01,62458.24281431976,25401.35186116474,37056.890953155016,32162.345829892336,747.783568887565,29017.17282931427,530.940586225599,,,
Ikwuano,High,2028-02-01,63972.16767645125,26818.531788103457,37153.635888347795,33676.27069202382,747.783568887565,29017.17282931427,530.940586225599,,,
Ikwuano,High,2028-03-01,65664.391807849,28398.455807068673,37265.93600078032,35368.49482342156,747.783568887565,29017.17282931427,530.940586225599,,,
Ikwuano,High,2028-04-01,67563.45577855973,30169.92619965256,37393.52957890717,37267.558794132296,747.783568887565,29017.17282931427,530.940586225599,,,
Ikwuano,Maximum,2026-05-01,4844.051119236426,1493.4874926976042,3350.563626538821,2038.5015939423254,70.10470958320919,2686.775261973545,48.669553737346575,,,
Ikwuano,Maximum,2026-06-01,9998.276922746867,3203.7697637707097,6794.507158976157,4387.17787215867,140.20941916641848,5373.550523947087,97.33910747469315,,,
Ikwuano,Maximum,2026-07-01,14889.295543620497,4715.392399995608,10173.90314362489,6472.6469677382,210.31412874962766,8060.3257859206315,146.00866121203973,,,
Ikwuano,Maximum,2026-08-01,19818.996705094516,6235.563048949228,13583.433656145287,8596.798603918123,280.41883833283686,10747.101047894173,194.6782149493863,,,
Ikwuano,Maximum,2026-09-01,24753.589927230816,7767.803875731452,16985.786051499366,10725.842300760312,350.523547916046,13433.876309867723,243.34776868673282,,,
Ikwuano,Maximum,2026-10-01,29988.158471671057,9498.76357428919,20489.394897381866,13154.861319906458,420.6282574992554,16120.651571841263,292.01732242407945,,,
Ikwuano,Maximum,2026-11-01,34982.019121299134,11050.688896841191,23931.330224457943,15343.172444240441,490.7329670824646,18807.426833814807,340.6868761614261,,,
Ikwuano,Maximum,2026-12-01,40293.042961570674,12819.976324366404,27473.06663720427,17848.646759217878,560.8376766656738,21494.202095788354,389.3564298987726,,,
Ikwuano,Maximum,2027-01-01,44997.036120800185,14138.840490374321,30858.195630425864,19747.090393153285,630.9423862488832,24180.977357761894,438.02598363611907,,,
Ikwuano,Maximum,2027-02-01,50359.84966868492,15942.944240713492,34416.905427971426,22304.354415743925,701.0470958320922,26867.752619735435,486.6955373734658,,,
Ikwuano,Maximum,2027-03-01,55865.57540834493,17829.00572640766,38036.56968193727,25004.530630109824,771.1518054153016,29554.527881708986,535.3650911108123,,,
Ikwuano,Maximum,2027-04-01,61357.67913843591,19721.9702587811,41635.708879654805,27691.08483490672,841.2565149985109,32241.303143682526,584.0346448481589,,,
Ikwuano,Maximum,2027-05-01,61971.899707839955,20293.603268123905,41678.296439716054,28305.305404310766,841.2565149985109,32241.303143682526,584.0346448481589,,,
Ikwuano,Maximum,2027-06-01,62743.89185649993,20990.179382920876,41753.71247357906,29077.297552970736,841.2565149985109,32241.303143682526,584.0346448481589,,,
Ikwuano,Maximum,2027-07-01,63478.02759473106,21671.26216505557,41806.76542967549,29811.43329120187,841.2565149985109,32241.303143682526,584.0346448481589,,,
Ikwuano,Maximum,2027-08-01,64309.17914817689,22433.89685726088,41875.28229091601,30642.5848446477,841.2565149985109,32241.303143682526,584.0346448481589,,,
Ikwuano,Maximum,2027-09-01,65268.59648149982,23310.569538957767,41958.026942542056,31602.00217797063,841.2565149985109,32241.303143682526,584.0346448481589,,,
Ikwuano,Maximum,2027-10-01,66373.29730825529,24309.603103963433,42063.69420429186,32706.703004726103,841.2565149985109,32241.303143682526,584.0346448481589,,,
Ikwuano,Maximum,2027-11-01,67574.0844397777,25397.532368541095,42176.5520712366,33907.49013624851,841.2565149985109,32241.303143682526,584.0346448481589,,,
Ikwuano,Maximum,2027-12-01,68952.08760069976,26637.79892483239,42314.28867586737,35285.49329717057,841.2565149985109,32241.303143682526,584.0346448481589,,,
Ikwuano,Maximum,2028-01-01,70423.56096626328,27966.35120475832,42457.20976150496,36756.96666273409,841.2565149985109,32241.303143682526,584.0346448481589,,,
Ikwuano,Maximum,2028-02-01,72153.76080869925,29517.39584779243,42636.36496090682,38487.16650517007,841.2565149985109,32241.303143682526,584.0346448481589,,,
Ikwuano,Maximum,2028-03-01,74087.7312445824,31246.73310798024,42840.99813660217,40421.13694105321,841.2565149985109,32241.303143682526,584.0346448481589,,,
Ikwuano,Maximum,2028-04-01,76258.09006825181,33185.82659551976,43072.263472732055,42591.49576472261,841.2565149985109,32241.303143682526,584.0346448481589,,,
Ikwuano,Scenario 1,2026-05-01,1071.4082850025375,314.91512767647714,756.4931573260603,509.62539848557964,15.578824351824322,537.3550523947068,8.849009770426678,,,
Ikwuano,Scenario 1,2026-06-01,2220.360241073583,678.3857617756514,1541.9744792979316,1096.7944680396638,31.15764870364854,1074.7101047894173,17.698019540853295,,,
Ikwuano,Scenario 1,2026-07-01,3303.510401485433,1002.9025168562018,2300.607884629231,1618.1617419345519,46.736473055472864,1612.0651571841279,26.547029311279974,,,
Ikwuano,Scenario 1,2026-08-01,4396.33119704737,1332.7152035180436,3063.6159935293263,2149.199650979531,62.31529740729708,2149.4202095788346,35.39603908170659,,,
Ikwuano,Scenario 1,2026-09-01,5490.375007774872,1667.542090806026,3822.832916968846,2681.460575190076,77.8941217591214,2686.7752619735415,44.245048852133266,,,
Ikwuano,Scenario 1,2026-10-01,6659.412649078376,2048.7313415076806,4610.681307570695,3288.7153299766182,93.47294611094563,3224.130314368252,53.09405862255995,,,
Ikwuano,Scenario 1,2026-11-01,7768.273316678832,2395.0046964353987,5373.268620243433,3835.793111060112,109.05177046277004,3761.4853667629627,61.94306839298656,,,
Ikwuano,Scenario 1,2026-12-01,8956.424781940146,2792.040337753554,6164.384444186592,4462.1616898044695,124.63059481459426,4298.840419157669,70.79207816341318,,,
Ikwuano,Scenario 1,2027-01-01,9992.818576940954,3095.237100415147,6897.581476525807,4936.77259828832,140.20941916641848,4836.195471552376,79.64108793383986,,,
Ikwuano,Scenario 1,2027-02-01,11193.917469105574,3507.5799544004867,7686.337514705087,5576.0886039359775,155.7882435182429,5373.550523947087,88.49009770426653,,,
Ikwuano,Scenario 1,2027-03-01,12430.744409214016,3943.039943348371,8487.704465865645,6251.132657527458,171.3670678700671,5910.905576341797,97.33910747469315,,,
Ikwuano,Scenario 1,2027-04-01,13664.165846930195,4384.513282102254,9279.65256482794,6922.77120872668,186.9458922218913,6448.260628736504,106.18811724511983,,,
Ikwuano,Scenario 1,2027-05-01,13817.720989281206,4507.123477436555,9310.597511844651,7076.3263510776915,186.9458922218913,6448.260628736504,106.18811724511983,,,
Ikwuano,Scenario 1,2027-06-01,14010.719026446199,4657.090551171537,9353.628475274661,7269.324388242684,186.9458922218913,6448.260628736504,106.18811724511983,,,
Ikwuano,Scenario 1,2027-07-01,14194.252961003982,4803.394383933346,9390.858577070636,7452.858322800467,186.9458922218913,6448.260628736504,106.18811724511983,,,
Ikwuano,Scenario 1,2027-08-01,14402.04084936544,4967.468596886831,9434.572252478609,7660.646211161925,186.9458922218913,6448.260628736504,106.18811724511983,,,
Ikwuano,Scenario 1,2027-09-01,14641.895182696173,5156.268044284152,9485.627138412021,7900.500544492657,186.9458922218913,6448.260628736504,106.18811724511983,,,
Ikwuano,Scenario 1,2027-10-01,14918.070389385042,5371.712339942746,9546.358049442297,8176.675751181526,186.9458922218913,6448.260628736504,106.18811724511983,,,
Ikwuano,Scenario 1,2027-11-01,15218.267172265643,5606.3786479876335,9611.888524278009,8476.872534062128,186.9458922218913,6448.260628736504,106.18811724511983,,,
Ikwuano,Scenario 1,2027-12-01,15562.767962496158,5874.15277667372,9688.615185822438,8821.373324292643,186.9458922218913,6448.260628736504,106.18811724511983,,,
Ikwuano,Scenario 1,2028-01-01,15930.636303887039,6160.986475145452,9769.649828741587,9189.241665683523,186.9458922218913,6448.260628736504,106.18811724511983,,,
Ikwuano,Scenario 1,2028-02-01,16363.186264496033,6496.174262156533,9867.0120023395,9621.791626292517,186.9458922218913,6448.260628736504,106.18811724511983,,,
Ikwuano,Scenario 1,2028-03-01,16846.67887346682,6870.060243413746,9976.618630053072,10105.284235263303,186.9458922218913,6448.260628736504,106.18811724511983,,,
Ikwuano,Scenario 1,2028-04-01,17389.26857938417,7289.422750942725,10099.845828441445,10647.873941180653,186.9458922218913,6448.260628736504,106.18811724511983,,,
Ikwuano,Scenario 2,2026-05-01,2147.241074890292,641.1751107826628,1506.0659641076293,1019.2507969711593,31.15764870364854,1074.7101047894173,22.122524426066605,,,
Ikwuano,Scenario 2,2026-06-01,4449.5694919176,1381.3156616586514,3068.253830258949,2193.588936079335,62.31529740729708,2149.4202095788346,44.245048852133266,,,
Ikwuano,Scenario 2,2026-07-01,6620.294317626502,2041.9995415662033,4578.294776060298,3236.3234838691037,93.47294611094563,3224.130314368252,66.36757327819987,,,
Ikwuano,Scenario 2,2026-08-01,8810.360413635593,2711.8888981820164,6098.471515453577,4298.399301959062,124.63059481459426,4298.840419157669,88.49009770426647,,,
Ikwuano,Scenario 2,2026-09-01,11002.872539975813,3394.0237526775804,7608.848787298233,5362.921150380152,155.7882435182427,5373.550523947087,110.61262213033314,,,
