LGA,date,month_index,group,scenario,bau_cases,scenario_cases,cases_averted,cases_averted_low,cases_averted_high,coverage_CM,coverage_IPTp,coverage_Dual AI,coverage_PMC,coverage_Vac,coverage_LSM,coverage_Pyr
Obi Nwa,2027-06-01,14,U5,BAU,660.1130174337499,660.1130174337499,0.0,0.0,0.0,0.55,0.45,0.4,0.35,0.25,,
Obi Nwa,2027-07-01,15,A5,BAU,2032.4895825144251,2032.4895825144251,0.0,0.0,0.0,0.55,0.45,0.4,0.35,0.25,,
Obi Nwa,2027-07-01,15,PW,BAU,1922.8388788722136,1922.8388788722136,0.0,0.0,0.0,0.55,0.45,0.4,0.35,0.25,,
Obi Nwa,2027-07-01,15,U5,BAU,685.9168123699438,685.9168123699438,0.0,0.0,0.0,0.55,0.45,0.4,0.35,0.25,,
Obi Nwa,2027-08-01,16,A5,BAU,2116.0000031688787,2116.0000031688787,0.0,0.0,0.0,0.55,0.45,0.4,0.35,0.25,,
Obi Nwa,2027-08-01,16,PW,BAU,1984.5511451827888,1984.5511451827888,0.0,0.0,0.0,0.55,0.45,0.4,0.35,0.25,,
Obi Nwa,2027-08-01,16,U5,BAU,712.755031984321,712.755031984321,0.0,0.0,0.0,0.55,0.45,0.4,0.35,0.25,,
Obi Nwa,2027-09-01,17,A5,BAU,2204.8255090641383,2204.8255090641383,0.0,0.0,0.0,0.55,0.45,0.4,0.35,0.25,,
Obi Nwa,2027-09-01,17,PW,BAU,2050.0278057250093,2050.0278057250093,0.0,0.0,0.0,0.55,0.45,0.4,0.35,0.25,,
Obi Nwa,2027-09-01,17,U5,BAU,740.719388877057,740.719388877057,0.0,0.0,0.0,0.55,0.45,0.4,0.35,0.25,,
Obi Nwa,2027-10-01,18,A5,BAU,2297.3892771529977,2297.3892771529977,0.0,0.0,0.0,0.55,0.45,0.4,0.35,0.25,,
Obi Nwa,2027-10-01,18,PW,BAU,2117.482266678207,2117.482266678207,0.0,0.0,0.0,0.55,0.45,0.4,0.35,0.25,,
Obi Nwa,2027-10-01,18,U5,BAU,769.924239871761,769.924239871761,0.0,0.0,0.0,0.55,0.45,0.4,0.35,0.25,,
Obi Nwa,2027-11-01,19,A5,BAU,2393.644259945175,2393.644259945175,0.0,0.0,0.0,0.55,0.45,0.4,0.35,0.25,,
Obi Nwa,2027-11-01,19,PW,BAU,2186.5455256721816,2186.5455256721816,0.0,0.0,0.0,0.55,0.45,0.4,0.35,0.25,,
Obi Nwa,2027-11-01,19,U5,BAU,800.568420239472,800.568420239472,0.0,0.0,0.0,0.55,0.45,0.4,0.35,0.25,,
Obi Nwa,2027-12-01,20,A5,BAU,2495.602894718985,2495.602894718985,0.0,0.0,0.0,0.55,0.45,0.4,0.35,0.25,,
Obi Nwa,2027-12-01,20,PW,BAU,2259.6396665427364,2259.6396665427364,0.0,0.0,0.0,0.55,0.45,0.4,0.35,0.25,,
Obi Nwa,2027-12-01,20,U5,BAU,832.5391534868261,832.5391534868261,0.0,0.0,0.0,0.55,0.45,0.4,0.35,0.25,,
Obi Nwa,2028-01-01,21,A5,BAU,2600.264028822387,2600.264028822387,0.0,0.0,0.0,0.55,0.45,0.4,0.35,0.25,,
Obi Nwa,2028-01-01,21,PW,BAU,2332.6728612106926,2332.6728612106926,0.0,0.0,0.0,0.55,0.45,0.4,0.35,0.25,,
Obi Nwa,2028-01-01,21,U5,BAU,867.0148787027202,867.0148787027202,0.0,0.0,0.0,0.55,0.45,0.4,0.35,0.25,,
Obi Nwa,2028-02-01,22,A5,BAU,2712.686775622923,2712.686775622923,0.0,0.0,0.0,0.55,0.45,0.4,0.35,0.25,,
Obi Nwa,2028-02-01,22,PW,BAU,2411.832520159451,2411.832520159451,0.0,0.0,0.0,0.55,0.45,0.4,0.35,0.25,,
Obi Nwa,2028-02-01,22,U5,BAU,901.1708578342763,901.1708578342763,0.0,0.0,0.0,0.55,0.45,0.4,0.35,0.25,,
Obi Nwa,2028-03-01,23,A5,BAU,2830.8869142844487,2830.8869142844487,0.0,0.0,0.0,0.55,0.45,0.4,0.35,0.25,,
Obi Nwa,2028-03-01,23,PW,BAU,2494.2159136431947,2494.2159136431947,0.0,0.0,0.0,0.55,0.45,0.4,0.35,0.25,,
Obi Nwa,2028-03-01,23,U5,BAU,938.1467828399935,938.1467828399935,0.0,0.0,0.0,0.55,0.45,0.4,0.35,0.25,,
Obi Nwa,2028-04-01,24,A5,BAU,2952.421494952467,2952.421494952467,0.0,0.0,0.0,0.55,0.45,0.4,0.35,0.25,,
Obi Nwa,2028-04-01,24,PW,BAU,2576.9764692679337,2576.9764692679337,0.0,0.0,0.0,0.55,0.45,0.4,0.35,0.25,,
Obi Nwa,2028-04-01,24,U5,BAU,976.2698856054536,976.2698856054536,0.0,0.0,0.0,0.55,0.45,0.4,0.35,0.25,,
Obi Nwa,2026-05-01,1,A5,Scenario 1,1155.5002971289446,1151.2015609045066,4.2987362244380165,2.9803927332131934,5.848389479265279,0.5583333333333333,0.45833333333333337,0.4083333333333333,0.35833333333333334,0.2583333333333333,,
Obi Nwa,2026-05-01,1,PW,Scenario 1,1261.7948977220622,1254.1497796172566,7.645118104805533,5.697518653538509,9.26654290022816,0.5583333333333333,0.45833333333333337,0.4083333333333333,0.35833333333333334,0.2583333333333333,,
Obi Nwa,2026-05-01,1,U5,Scenario 1,409.3047831556656,404.7066205284889,4.598162627176691,2.8484513621097562,6.901683962352877,0.5583333333333333,0.45833333333333337,0.4083333333333333,0.35833333333333334,0.2583333333333333,,
Obi Nwa,2026-06-01,2,A5,Scenario 1,1196.36377326178,1187.4682513786606,8.895521883119272,5.312787321774749,14.04201646535148,0.5666666666666667,0.4666666666666667,0.4166666666666667,0.36666666666666664,0.26666666666666666,,
Obi Nwa,2026-06-01,2,PW,Scenario 1,1305.2127184876163,1289.425657500656,15.787060986960341,10.271693404128655,21.907002119699428,0.5666666666666667,0.4666666666666667,0.4166666666666667,0.36666666666666664,0.26666666666666666,,
Obi Nwa,2026-06-01,2,U5,Scenario 1,420.3603801534315,410.9524186740995,9.407961479332016,5.508001540460839,14.934069852412335,0.5666666666666667,0.4666666666666667,0.4166666666666667,0.36666666666666664,0.26666666666666666,,
Obi Nwa,2026-07-01,3,A5,Scenario 1,1242.2826814838384,1228.4365924939354,13.84608898990291,7.257956634694608,24.89041951446916,0.5750000000000001,0.47500000000000003,0.42500000000000004,0.375,0.275,,
Obi Nwa,2026-07-01,3,PW,Scenario 1,1344.481494635267,1320.1336798571356,24.34781477813135,14.075461412326206,38.007303944029445,0.5750000000000001,0.47500000000000003,0.42500000000000004,0.375,0.275,,
Obi Nwa,2026-07-01,3,U5,Scenario 1,433.52089171860126,419.023830177647,14.497061540954235,8.04307985423057,24.272281444260898,0.5750000000000001,0.47500000000000003,0.42500000000000004,0.375,0.275,,
Obi Nwa,2026-08-01,4,A5,Scenario 1,1304.302959550895,1284.932899966415,19.370059584479804,9.025247001754394,39.154907368997556,0.5833333333333334,0.48333333333333334,0.43333333333333335,0.3833333333333333,0.2833333333333333,,
Obi Nwa,2026-08-01,4,PW,Scenario 1,1371.70501749154,1338.645395421735,33.05962206980507,17.182434825401288,57.372655752441005,0.5833333333333334,0.48333333333333334,0.43333333333333335,0.3833333333333333,0.2833333333333333,,
Obi Nwa,2026-08-01,4,U5,Scenario 1,449.6080243855235,429.6394818214706,19.968542564052882,10.522403223544217,35.18445823071488,0.5833333333333334,0.48333333333333334,0.43333333333333335,0.3833333333333333,0.2833333333333333,,
Obi Nwa,2026-09-01,5,A5,Scenario 1,1349.1309522958,1324.1031076245076,25.027844671292314,10.461804073501412,56.36489041467394,0.5916666666666667,0.4916666666666667,0.44166666666666665,0.39166666666666666,0.29166666666666663,,
Obi Nwa,2026-09-01,5,PW,Scenario 1,1420.9663123976934,1378.2372305749482,42.72908182274523,20.139429227515507,81.73057552502723,0.5916666666666667,0.4916666666666667,0.44166666666666665,0.39166666666666666,0.29166666666666663,,
Obi Nwa,2026-09-01,5,U5,Scenario 1,468.0281603992265,442.14623203282736,25.881928366399165,12.978532994702135,47.90138771494526,0.5916666666666667,0.4916666666666667,0.44166666666666665,0.39166666666666666,0.29166666666666663,,
Obi Nwa,2026-10-01,6,A5,Scenario 1,1402.8752753037845,1371.6665300018124,31.208745301972158,11.787491272839816,77.74798742200255,0.6000000000000001,0.5,0.45,0.4,0.3,,
Obi Nwa,2026-10-01,6,PW,Scenario 1,1465.4697114096753,1412.6872271390039,52.782484270671375,22.710622208952714,110.54139784853123,0.6000000000000001,0.5,0.45,0.4,0.3,,
Obi Nwa,2026-10-01,6,U5,Scenario 1,487.85086971522736,455.6035228425441,32.24734687268324,15.413432970043601,62.58663890349408,0.6000000000000001,0.5,0.45,0.4,0.3,,
Obi Nwa,2026-11-01,7,A5,Scenario 1,1469.490685164114,1431.3773166989465,38.11336846516747,13.08191581973665,104.43316828265051,0.6083333333333334,0.5083333333333334,0.45833333333333337,0.4083333333333333,0.30833333333333335,,
Obi Nwa,2026-11-01,7,PW,Scenario 1,1498.6864237308164,1435.8282375943727,62.85818613644369,24.820553252333298,143.37451444338876,0.6083333333333334,0.5083333333333334,0.45833333333333337,0.4083333333333333,0.30833333333333335,,
Obi Nwa,2026-11-01,7,U5,Scenario 1,506.6503804392401,467.7313709204737,38.919009518766416,17.756566149943126,79.09875908830895,0.6083333333333334,0.5083333333333334,0.45833333333333337,0.4083333333333333,0.30833333333333335,,
Obi Nwa,2026-12-01,8,A5,Scenario 1,1523.2669741197265,1478.1453493852998,45.12162473442663,14.140076776040416,135.35159091476635,0.6166666666666667,0.5166666666666667,0.4666666666666667,0.41666666666666663,0.31666666666666665,,
Obi Nwa,2026-12-01,8,PW,Scenario 1,1553.4734876256362,1479.1480437701343,74.32544385550182,27.051928398212738,183.83604550366545,0.6166666666666667,0.5166666666666667,0.4666666666666667,0.41666666666666663,0.31666666666666665,,
Obi Nwa,2026-12-01,8,U5,Scenario 1,527.8036709844865,481.64894569427196,46.15472529021457,20.125971059562403,98.10690357391036,0.6166666666666667,0.5166666666666667,0.4666666666666667,0.41666666666666663,0.31666666666666665,,
Obi Nwa,2027-01-01,9,A5,Scenario 1,1611.5715054826057,1557.9033256125254,53.668179870080394,15.416497017246002,175.55178416234776,0.625,0.525,0.475,0.425,0.32499999999999996,,
Obi Nwa,2027-01-01,9,PW,Scenario 1,1570.8701218729036,1486.475172065665,84.39494980723862,28.415157616471845,225.53492438002104,0.625,0.525,0.475,0.425,0.32499999999999996,,
Obi Nwa,2027-01-01,9,U5,Scenario 1,531.2837129025517,479.2218261724402,52.06188673011144,21.718248168815876,115.61581994798917,0.625,0.525,0.475,0.425,0.32499999999999996,,
Obi Nwa,2027-02-01,10,A5,Scenario 1,1664.5540189054198,1603.0039514675389,61.5500674378809,16.26008774364385,218.81729420383454,0.6333333333333333,0.5333333333333334,0.48333333333333334,0.43333333333333335,0.3333333333333333,,
Obi Nwa,2027-02-01,10,PW,Scenario 1,1635.870082535617,1538.3998918568595,97.47019067875749,30.45492974277579,280.5537614766663,0.6333333333333333,0.5333333333333334,0.48333333333333334,0.43333333333333335,0.3333333333333333,,
Obi Nwa,2027-02-01,10,U5,Scenario 1,569.674659229444,507.891001931031,61.78365729841306,24.68827808823505,143.19277294764652,0.6333333333333333,0.5333333333333334,0.48333333333333334,0.43333333333333335,0.3333333333333333,,
Obi Nwa,2027-03-01,11,A5,Scenario 1,1715.5654791278382,1645.8328104298234,69.73266869801478,16.99045617686872,268.659944259216,0.6416666666666667,0.5416666666666667,0.4916666666666667,0.44166666666666665,0.3416666666666667,,
Obi Nwa,2027-03-01,11,PW,Scenario 1,1706.4577977580514,1594.8229147933307,111.63488296472065,32.45707982346619,345.1619252981636,0.6416666666666667,0.5416666666666667,0.4916666666666667,0.44166666666666665,0.3416666666666667,,
Obi Nwa,2027-03-01,11,U5,Scenario 1,587.6187291442421,517.7907367096066,69.82799243463558,26.746935953610432,168.75804613156788,0.6416666666666667,0.5416666666666667,0.4916666666666667,0.44166666666666665,0.3416666666666667,,
Obi Nwa,2027-04-01,12,A5,Scenario 1,1804.0842756720263,1724.1413877950254,79.94288787700089,18.011246712887214,332.9382445172305,0.65,0.55,0.5,0.45,0.35,,
Obi Nwa,2027-04-01,12,PW,Scenario 1,1741.0533599606717,1617.0329873209516,124.02037263972011,33.62980763110835,410.93958964815283,0.65,0.55,0.5,0.45,0.35,,
Obi Nwa,2027-04-01,12,U5,Scenario 1,617.1366170397889,537.4478614238867,79.68875561590221,29.285440440423685,200.66142577384653,0.65,0.55,0.5,0.45,0.35,,
Obi Nwa,2027-05-01,13,A5,Scenario 1,1874.50560442049,1791.4421947007993,83.06340971969075,17.511886243691322,369.6344938326056,0.65,0.55,0.5,0.45,0.35,,
Obi Nwa,2027-05-01,13,PW,Scenario 1,1803.7562179658835,1675.2693355716563,128.48688239422722,32.28268008772619,459.40302656685344,0.65,0.55,0.5,0.45,0.35,,
Obi Nwa,2027-05-01,13,U5,Scenario 1,635.33335147464,553.294913335698,82.03843813894207,29.178752586583215,213.4278859580595,0.65,0.55,0.5,0.45,0.35,,
Obi Nwa,2027-06-01,14,A5,Scenario 1,1951.802215297609,1865.3136250694745,86.48859022813463,17.031830353363063,411.98277766225874,0.65,0.55,0.5,0.45,0.35,,
Obi Nwa,2027-06-01,14,PW,Scenario 1,1862.4162181245624,1729.7508106799085,132.66540744465397,31.071195048413017,508.78666341835924,0.65,0.55,0.5,0.45,0.35,,
Obi Nwa,2027-06-01,14,U5,Scenario 1,660.1130174337499,574.8748651791052,85.23815225464466,29.239620907108275,229.90393193005048,0.65,0.55,0.5,0.45,0.35,,
Obi Nwa,2027-07-01,15,A5,Scenario 1,2032.4895825144251,1942.4255600088259,90.06402250559927,16.59118276074352,458.5500401519748,0.65,0.55,0.5,0.45,0.35,,
Obi Nwa,2027-07-01,15,PW,Scenario 1,1922.8388788722136,1785.8693868577586,136.969492014455,29.962288620996475,562.3209661261135,0.65,0.55,0.5,0.45,0.35,,
Obi Nwa,2027-07-01,15,U5,Scenario 1,685.9168123699438,597.3467037026388,88.57010866730502,29.31828048016652,247.5456512316482,0.65,0.55,0.5,0.45,0.35,,
Obi Nwa,2027-08-01,16,A5,Scenario 1,2116.0000031688787,2022.2354527639088,93.7645504049699,16.17968808827669,509.5754931231968,0.65,0.55,0.5,0.45,0.35,,
Obi Nwa,2027-08-01,16,PW,Scenario 1,1984.5511451827888,1843.1857061857254,141.3654389970634,28.93450820308135,620.1771006628478,0.65,0.55,0.5,0.45,0.35,,
Obi Nwa,2027-08-01,16,U5,Scenario 1,712.755031984321,620.7193951584784,92.03563682584263,29.4121976763212,266.42537652955934,0.65,0.55,0.5,0.45,0.35,,
Obi Nwa,2027-09-01,17,A5,Scenario 1,2204.8255090641383,2107.1249078026985,97.70060126143972,15.811187172172652,566.075129634206,0.65,0.55,0.5,0.45,0.35,,
Obi Nwa,2027-09-01,17,PW,Scenario 1,2050.0278057250093,1903.9982708269254,146.02953489808397,28.01117934802872,683.488238280519,0.65,0.55,0.5,0.45,0.35,,
Obi Nwa,2027-09-01,17,U5,Scenario 1,740.719388877057,645.0728096101869,95.64657926687005,29.522357040884316,286.65048647442745,0.65,0.55,0.5,0.45,0.35,,
Obi Nwa,2027-10-01,18,A5,Scenario 1,2297.3892771529977,2195.586974527832,101.8023026251658,15.468309305183624,628.1462350202091,0.65,0.55,0.5,0.45,0.35,,
Obi Nwa,2027-10-01,18,PW,Scenario 1,2117.482266678207,1966.6477513148398,150.83451536336725,27.15430128183104,752.1082464915344,0.65,0.55,0.5,0.45,0.35,,
Obi Nwa,2027-10-01,18,U5,Scenario 1,769.924239871761,670.5065373730866,99.41770249867432,29.650403280569094,308.3455897329527,0.65,0.55,0.5,0.45,0.35,,
Obi Nwa,2027-11-01,19,A5,Scenario 1,2393.644259945175,2287.576690225382,106.06756971979257,15.147007034189812,696.2617016529475,0.65,0.55,0.5,0.45,0.35,,
Obi Nwa,2027-11-01,19,PW,Scenario 1,2186.5455256721816,2030.791430407863,155.75409526431872,26.350999589585257,826.2972819019378,0.65,0.55,0.5,0.45,0.35,,
Obi Nwa,2027-11-01,19,U5,Scenario 1,800.568420239472,697.1937387948948,103.37468144457716,29.800827515949976,331.6801525040669,0.65,0.55,0.5,0.45,0.35,,
Obi Nwa,2027-12-01,20,A5,Scenario 1,2495.602894718985,2385.017316712258,110.58557800672725,14.856194990070946,771.5636176338048,0.65,0.55,0.5,0.45,0.35,,
Obi Nwa,2027-12-01,20,PW,Scenario 1,2259.6396665427364,2098.6788597570944,160.96080678564203,25.622555331079838,907.4259735358828,0.65,0.55,0.5,0.45,0.35,,
Obi Nwa,2027-12-01,20,U5,Scenario 1,832.5391534868261,725.0361998278563,107.50295365896977,29.966152278905525,356.70550346877144,0.65,0.55,0.5,0.45,0.35,,
Obi Nwa,2028-01-01,21,A5,Scenario 1,2600.264028822387,2485.040688920866,115.22333990152083,14.574229119806631,853.7412518939891,0.65,0.55,0.5,0.45,0.35,,
Obi Nwa,2028-01-01,21,PW,Scenario 1,2332.6728612106926,2166.509684281729,166.16317692896382,24.914978582187473,994.3529010106868,0.65,0.55,0.5,0.45,0.35,,
Obi Nwa,2028-01-01,21,U5,Scenario 1,867.0148787027202,755.0601917231959,111.95468697952435,30.184912313560375,384.04246733281616,0.65,0.55,0.5,0.45,0.35,,
Obi Nwa,2028-02-01,22,A5,Scenario 1,2712.686775622923,2592.4817399306376,120.20503569228549,14.32680970748632,945.1024705159944,0.65,0.55,0.5,0.45,0.35,,
Obi Nwa,2028-02-01,22,PW,Scenario 1,2411.832520159451,2240.030566943309,171.801953216142,24.289707767051937,1090.201291125417,0.65,0.55,0.5,0.45,0.35,,
Obi Nwa,2028-02-01,22,U5,Scenario 1,901.1708578342763,784.8057252602379,116.3651325740384,30.355057955022346,412.55548920192905,0.65,0.55,0.5,0.45,0.35,,
Obi Nwa,2028-03-01,23,A5,Scenario 1,2830.8869142844487,2705.444174035072,125.44274024937658,14.098469385791901,1045.8183654460008,0.65,0.55,0.5,0.45,0.35,,
Obi Nwa,2028-03-01,23,PW,Scenario 1,2494.2159136431947,2316.545548008372,177.6703656348227,23.707547932040796,1194.4243640551467,0.65,0.55,0.5,0.45,0.35,,
Obi Nwa,2028-03-01,23,U5,Scenario 1,938.1467828399935,817.0070746370025,121.13970820299107,30.582750872424924,443.7633746362362,0.65,0.55,0.5,0.45,0.35,,
Obi Nwa,2028-04-01,24,A5,Scenario 1,2952.421494952467,2821.593293787246,130.82820116522134,13.874581062174542,1155.7777185980085,0.65,0.55,0.5,0.45,0.35,,
Obi Nwa,2028-04-01,24,PW,Scenario 1,2576.9764692679337,2393.410824841264,183.56564442666968,23.13753642251382,1306.2393117903557,0.65,0.55,0.5,0.45,0.35,,
Obi Nwa,2028-04-01,24,U5,Scenario 1,976.2698856054536,850.2074706051103,126.06241500034332,30.808183609201677,477.0327896871959,0.65,0.55,0.5,0.45,0.35,,
Obi Nwa,2026-05-01,1,A5,Scenario 2,1155.5002971289446,1146.9086142238052,8.59168290513935,5.953192109144425,11.692724615737461,0.5666666666666667,0.4666666666666667,0.4166666666666667,0.3708333333333333,0.2708333333333333,,
Obi Nwa,2026-05-01,1,PW,Scenario 2,1261.7948977220622,1246.532992347392,15.26190537467005,11.36116036560577,18.513521351748295,0.5666666666666667,0.4666666666666667,0.4166666666666667,0.3708333333333333,0.2708333333333333,,
Obi Nwa,2026-05-01,1,U5,Scenario 2,409.3047831556656,398.6217191072712,10.683064048394385,6.547131817204189,16.17336823373705,0.5666666666666667,0.4666666666666667,0.4166666666666667,0.3708333333333333,0.2708333333333333,,
Obi Nwa,2026-06-01,2,A5,Scenario 2,1196.36377326178,1178.5967066434744,17.767066618305535,10.598468585785326,28.064557179710846,0.5833333333333334,0.48333333333333334,0.43333333333333335,0.39166666666666666,0.2916666666666667,,
Obi Nwa,2026-06-01,2,PW,Scenario 2,1305.2127184876163,1273.7556350449877,31.457083442628573,20.421216322598298,43.72147854426157,0.5833333333333334,0.48333333333333334,0.43333333333333335,0.39166666666666666,0.2916666666666667,,
Obi Nwa,2026-06-01,2,U5,Scenario 2,420.3603801534315,398.6116528901451,21.748727263286412,12.571699769085598,34.88116078923474,0.5833333333333334,0.48333333333333334,0.43333333333333335,0.39166666666666666,0.2916666666666667,,
Obi Nwa,2026-07-01,3,A5,Scenario 2,1242.2826814838384,1214.6465227447197,27.636158739118628,14.46029674345283,49.72903794774311,0.6000000000000001,0.5,0.45,0.4125,0.3125,,
Obi Nwa,2026-07-01,3,PW,Scenario 2,1344.481494635267,1296.0566975955987,48.42479703966819,27.899761949660217,75.77376312888282,0.6000000000000001,0.5,0.45,0.4125,0.3125,,
Obi Nwa,2026-07-01,3,U5,Scenario 2,433.52089171860126,400.17526406839926,33.345627650202005,18.229303447195207,56.50509111693691,0.6000000000000001,0.5,0.45,0.4125,0.3125,,
Obi Nwa,2026-08-01,4,A5,Scenario 2,1304.302959550895,1265.6674021070874,38.635557443807556,17.95816411090766,78.20112658430025,0.6166666666666667,0.5166666666666667,0.4666666666666667,0.4333333333333333,0.3333333333333333,,
Obi Nwa,2026-08-01,4,PW,Scenario 2,1371.70501749154,1306.0762281520424,65.62878933949764,33.95600023780986,114.26045499376005,0.6166666666666667,0.5166666666666667,0.4666666666666667,0.4333333333333333,0.3333333333333333,,
Obi Nwa,2026-08-01,4,U5,Scenario 2,449.6080243855235,403.9076576429813,45.7003667425422,23.68102811614196,81.63736238621095,0.6166666666666667,0.5166666666666667,0.4666666666666667,0.4333333333333333,0.3333333333333333,,
Obi Nwa,2026-09-01,5,A5,Scenario 2,1349.1309522958,1299.2442558274306,49.88669646836934,20.789654189595694,112.53413733606612,0.6333333333333333,0.5333333333333333,0.48333333333333334,0.45416666666666666,0.3541666666666667,,
Obi Nwa,2026-09-01,5,PW,Scenario 2,1420.9663123976934,1336.3007519133214,84.66556048437201,39.67972040297616,162.5975718212312,0.6333333333333333,0.5333333333333333,0.48333333333333334,0.45416666666666666,0.3541666666666667,,
Obi Nwa,2026-09-01,5,U5,Scenario 2,468.0281603992265,409.09249677652593,58.93566362270059,29.002765791035642,110.77562179183178,0.6333333333333333,0.5333333333333333,0.48333333333333334,0.45416666666666666,0.3541666666666667,,
Obi Nwa,2026-10-01,6,A5,Scenario 2,1402.8752753037845,1340.7108285806673,62.16444672311718,23.393636526097453,155.17202489641295,0.65,0.55,0.5,0.475,0.375,,
Obi Nwa,2026-10-01,6,PW,Scenario 2,1465.4697114096753,1361.0799759305994,104.38973547907585,44.61036215503685,219.68087611485225,0.65,0.55,0.5,0.475,0.375,,
Obi Nwa,2026-10-01,6,U5,Scenario 2,487.85086971522736,414.7912147812166,73.05965493401078,34.200446080571595,144.25558148256937,0.65,0.55,0.5,0.475,0.375,,
Obi Nwa,2026-11-01,7,A5,Scenario 2,1469.490685164114,1393.6247238649564,75.86596129915756,25.928726605485792,208.35849899810637,0.6666666666666667,0.5666666666666667,0.5166666666666667,0.49583333333333335,0.39583333333333337,,
Obi Nwa,2026-11-01,7,PW,Scenario 2,1498.6864237308164,1374.6033405459038,124.08308318491254,48.60702984425325,284.6271719143315,0.6666666666666667,0.5666666666666667,0.5166666666666667,0.49583333333333335,0.39583333333333337,,
Obi Nwa,2026-11-01,7,U5,Scenario 2,506.6503804392401,418.9217477237777,87.72863271546242,39.12014524548957,181.7073333425692,0.6666666666666667,0.5666666666666667,0.5166666666666667,0.49583333333333335,0.39583333333333337,,
Obi Nwa,2026-12-01,8,A5,Scenario 2,1523.2669741197265,1433.5121860823688,89.75478803735768,27.98935505797209,269.9507059940079,0.6833333333333333,0.5833333333333334,0.5333333333333333,0.5166666666666666,0.41666666666666663,,
Obi Nwa,2026-12-01,8,PW,Scenario 2,1553.4734876256362,1407.0303529383013,146.4431346873348,52.81562177837344,364.5620515285127,0.6833333333333333,0.5833333333333334,0.5333333333333333,0.5166666666666666,0.41666666666666663,,
Obi Nwa,2026-12-01,8,U5,Scenario 2,527.8036709844865,424.2928851474455,103.51078583704106,44.024863728540154,224.62135202575382,0.6833333333333333,0.5833333333333334,0.5333333333333333,0.5166666666666666,0.41666666666666663,,
Obi Nwa,2027-01-01,9,A5,Scenario 2,1611.5715054826057,1504.8891926196698,106.68231286293599,30.47585510745148,350.00522556664146,0.7,0.6000000000000001,0.55,0.5375,0.4375,,
Obi Nwa,2027-01-01,9,PW,Scenario 2,1570.8701218729036,1404.9012108602358,165.96891101266783,55.3078022130357,446.7764558960944,0.7,0.6000000000000001,0.55,0.5375,0.4375,,
Obi Nwa,2027-01-01,9,U5,Scenario 2,531.2837129025517,415.1192957425173,116.16441716003436,47.168972220389506,263.82400771882885,0.7,0.6000000000000001,0.55,0.5375,0.4375,,
Obi Nwa,2027-02-01,10,A5,Scenario 2,1664.5540189054198,1542.2878957835592,122.26612312186057,32.10110106090508,436.11291042294215,0.7166666666666667,0.6166666666666667,0.5666666666666667,0.5583333333333333,0.45833333333333337,,
Obi Nwa,2027-02-01,10,PW,Scenario 2,1635.870082535617,1444.5507393874975,191.31934314811951,59.09649344634283,555.1719941187448,0.7166666666666667,0.6166666666666667,0.5666666666666667,0.5583333333333333,0.45833333333333337,,
Obi Nwa,2027-02-01,10,U5,Scenario 2,569.674659229444,432.521896161035,137.15276306840906,53.23579481131409,325.6571605809745,0.7166666666666667,0.6166666666666667,0.5666666666666667,0.5583333333333333,0.45833333333333337,,
Obi Nwa,2027-03-01,11,A5,Scenario 2,1715.5654791278382,1577.1402222140844,138.42525691375386,33.49860263000693,535.2640559014872,0.7333333333333334,0.6333333333333333,0.5833333333333333,0.5791666666666666,0.47916666666666663,,
Obi Nwa,2027-03-01,11,PW,Scenario 2,1706.4577977580514,1487.7512620615846,218.70653569646674,62.78804190008594,682.289369584234,0.7333333333333334,0.6333333333333333,0.5833333333333333,0.5791666666666666,0.47916666666666663,,
Obi Nwa,2027-03-01,11,U5,Scenario 2,587.6187291442421,433.4017393416955,154.21698980254666,57.261050354765416,382.5105414246409,0.7333333333333334,0.6333333333333333,0.5833333333333333,0.5791666666666666,0.47916666666666663,,
Obi Nwa,2027-04-01,12,A5,Scenario 2,1804.0842756720263,1645.5001480245696,158.58412764745663,35.464005155607424,663.0962114184531,0.75,0.65,0.6,0.6,0.5,,
Obi Nwa,2027-04-01,12,PW,Scenario 2,1741.0533599606717,1498.5444862190209,242.50887374165086,64.85610506223128,811.4415862692913,0.75,0.65,0.6,0.6,0.5,,
Obi Nwa,2027-04-01,12,U5,Scenario 2,617.1366170397889,442.0449641785977,175.09165286119122,62.24443308319792,453.29309992567937,0.75,0.65,0.6,0.6,0.5,,
Obi Nwa,2027-05-01,13,A5,Scenario 2,1874.50560442049,1709.7312421271547,164.77436229333534,34.4807682627721,736.1822695538795,0.75,0.65,0.6,0.6,0.5,,
Obi Nwa,2027-05-01,13,PW,Scenario 2,1803.7562179658835,1552.513551323382,251.2426666425015,62.25812869423686,907.13752095167,0.75,0.65,0.6,0.6,0.5,,
Obi Nwa,2027-05-01,13,U5,Scenario 2,635.33335147464,455.0789903558236,180.25436111881646,62.01767450011725,482.1324659855113,0.75,0.65,0.6,0.6,0.5,,
Obi Nwa,2027-06-01,14,A5,Scenario 2,1951.802215297609,1780.2332615479036,171.56895374970554,33.53554193607923,820.5251980997818,0.75,0.65,0.6,0.6,0.5,,
Obi Nwa,2027-06-01,14,PW,Scenario 2,1862.4162181245624,1603.0028825644308,259.4133355601316,59.92174301362601,1004.6504830316735,0.75,0.65,0.6,0.6,0.5,,
Obi Nwa,2027-06-01,14,U5,Scenario 2,660.1130174337499,472.828263772452,187.28475366129788,62.147046435346184,519.3517667273436,0.75,0.65,0.6,0.6,0.5,,
