LGA,date,month_index,group,scenario,bau_cases,scenario_cases,cases_averted,cases_averted_low,cases_averted_high,coverage_CM,coverage_IPTp,coverage_Dual AI,coverage_PMC,coverage_Vac,coverage_LSM,coverage_Pyr
Ikwuano,2028-02-01,22,PW,Target,1479.300631891902,1154.834544952754,324.466086939148,0.0,1693337.0778531078,0.85,0.75,0.75,0.75,,,
Ikwuano,2028-02-01,22,U5,Target,3675.625654365322,2714.0525804300682,961.5730739352539,18.876268694843354,43185.06741151435,0.85,0.75,0.75,0.75,,,
Ikwuano,2028-03-01,23,A5,Target,1628.3003922713103,1388.4902785827237,239.81011368858663,0.0,1328837.4520375133,0.85,0.75,0.75,0.75,,,
Ikwuano,2028-03-01,23,PW,Target,1461.7527870878846,1141.135600375659,320.6171867122257,0.0,2051702.0257880706,0.85,0.75,0.75,0.75,,,
Ikwuano,2028-03-01,23,U5,Target,4042.0939880302662,2984.6498664861183,1057.444121544148,18.48484431763523,53308.59617020268,0.85,0.75,0.75,0.75,,,
Ikwuano,2028-04-01,24,A5,Target,1619.8734530407298,1381.304428075406,238.56902496532393,0.0,1616938.1345300432,0.85,0.75,0.75,0.75,,,
Ikwuano,2028-04-01,24,PW,Target,1443.9478546759276,1127.2359571411528,316.71189753477483,0.0,2472590.3828477804,0.85,0.75,0.75,0.75,,,
Ikwuano,2028-04-01,24,U5,Target,4451.276951796368,3286.7872937179923,1164.4896580783757,18.13493400678012,65868.79232165113,0.85,0.75,0.75,0.75,,,
Ikwuano,2026-05-01,1,A5,High,1797.4734838279326,1769.017584776206,28.455899051726647,6.684562955604179,112.89747128971794,0.5791666666666667,0.48333333333333334,0.4375,0.39166666666666666,,,
Ikwuano,2026-05-01,1,PW,High,1892.3653899792228,1844.919860037548,47.44552994167475,10.350804533086887,195.0155941112207,0.5791666666666667,0.48333333333333334,0.4375,0.39166666666666666,,,
Ikwuano,2026-05-01,1,U5,High,626.3860924000923,607.8598280241097,18.526264375982578,6.0047986748842845,51.34857485351131,0.5791666666666667,0.48333333333333334,0.4375,0.39166666666666666,,,
Ikwuano,2026-06-01,2,A5,High,1920.662837408992,1860.0021722474182,60.66066516157366,6.52314803241552,523.1750576145059,0.6083333333333334,0.5166666666666666,0.475,0.4333333333333333,,,
Ikwuano,2026-06-01,2,PW,High,1988.1431759891009,1889.194434976233,98.94874101286791,9.64358106760379,905.564326301901,0.6083333333333334,0.5166666666666666,0.475,0.4333333333333333,,,
Ikwuano,2026-06-01,2,U5,High,735.7934118057384,692.6509436922181,43.142468113520295,11.634609521938899,143.53664723451493,0.6083333333333334,0.5166666666666666,0.475,0.4333333333333333,,,
Ikwuano,2026-07-01,3,A5,High,1864.1180990857677,1776.0265543412502,88.09154474451748,5.182985693190545,1378.204346682047,0.6375000000000001,0.55,0.5125,0.475,,,
Ikwuano,2026-07-01,3,PW,High,1921.454947419965,1779.0861539756957,142.3687934442694,7.451380540274336,2406.282808429707,0.6375000000000001,0.55,0.5125,0.475,,,
Ikwuano,2026-07-01,3,U5,High,782.717133336314,714.4831080628502,68.23402527346377,15.525417613829873,268.63096888598557,0.6375000000000001,0.55,0.5125,0.475,,,
Ikwuano,2026-08-01,4,A5,High,1843.4427351705074,1727.5810144414968,115.86172072901059,4.084483132826229,2993.819244291808,0.6666666666666667,0.5833333333333333,0.55,0.5166666666666666,,,
Ikwuano,2026-08-01,4,PW,High,1888.548327040706,1703.37838416082,185.1699428798861,5.715286001277576,5245.334081757159,0.6666666666666667,0.5833333333333333,0.55,0.5166666666666666,,,
Ikwuano,2026-08-01,4,U5,High,818.6206314405729,724.3110835589692,94.30954788160363,18.296431432832577,434.6991813546583,0.6666666666666667,0.5833333333333333,0.55,0.5166666666666666,,,
Ikwuano,2026-09-01,5,A5,High,1808.8483943485232,1667.0959521795248,141.7524421689984,3.1652367402269057,5697.328775973845,0.6958333333333334,0.6166666666666667,0.5875,0.5583333333333333,,,
Ikwuano,2026-09-01,5,PW,High,1843.3995339642486,1619.1770371907521,224.22249677349646,4.320451186519701,10003.594863526785,0.6958333333333334,0.6166666666666667,0.5875,0.5583333333333333,,,
Ikwuano,2026-09-01,5,U5,High,889.8283162891978,762.8266498466423,127.00166644255546,21.187095318805888,679.7382603096503,0.6958333333333334,0.6166666666666667,0.5875,0.5583333333333333,,,
Ikwuano,2026-10-01,6,A5,High,1826.197879563228,1654.8957531290298,171.30212643419827,2.517567668456193,10261.9121731442,0.7250000000000001,0.65,0.625,0.6,,,
Ikwuano,2026-10-01,6,PW,High,1843.7710926365917,1576.6898175820518,267.0812750545399,3.339663226499848,17954.258249652834,0.7250000000000001,0.65,0.625,0.6,,,
Ikwuano,2026-10-01,6,U5,High,972.2758531743276,807.2408376220768,165.0350155522508,23.8311584619572,1019.0169223579487,0.7250000000000001,0.65,0.625,0.6,,,
Ikwuano,2026-11-01,7,A5,High,1797.5032651126303,1601.2874884307096,196.21577668192072,1.9436865724978603,16962.147207666072,0.7541666666666667,0.6833333333333333,0.6625000000000001,0.6416666666666666,,,
Ikwuano,2026-11-01,7,PW,High,1806.4106408208834,1503.4520382652763,302.95860255560706,2.516668943390954,29672.999490367976,0.7541666666666667,0.6833333333333333,0.6625000000000001,0.6416666666666666,,,
Ikwuano,2026-11-01,7,U5,High,1037.070864550334,833.5421223931766,203.52874215715735,25.5687360462434,1442.194150334768,0.7541666666666667,0.6833333333333333,0.6625000000000001,0.6416666666666666,,,
Ikwuano,2026-12-01,8,A5,High,1802.901473014145,1578.5505181090457,224.35095490509934,1.5244864179771325,27278.36886795482,0.7833333333333333,0.7166666666666666,0.7,0.6833333333333333,,,
Ikwuano,2026-12-01,8,PW,High,1795.902476332231,1454.306226646698,341.59624968553294,1.9151542060668714,47463.448584899365,0.7833333333333333,0.7166666666666666,0.7,0.6833333333333333,,,
Ikwuano,2026-12-01,8,U5,High,1125.1790355137468,875.0889836775308,250.09005183621605,27.45709637874147,2024.849553295553,0.7833333333333333,0.7166666666666666,0.7,0.6833333333333333,,,
Ikwuano,2027-01-01,9,A5,High,1746.061119655635,1502.2436361304892,243.8174835251457,1.139249317699396,40831.96927898069,0.8125,0.75,0.7375,0.725,,,
Ikwuano,2027-01-01,9,PW,High,1733.0758963220035,1365.0655958543311,368.0103004676723,1.3912157287263724,70973.309779818,0.8125,0.75,0.7375,0.725,,,
