LGA,group,order,seasonal_order,rmse,mae,mase,aic,status
Arochukwu,U5,"(1, 1, 1)","(0, 1, 1, 12)",971.2373879083492,906.4945763698273,27.448738118692727,976.076639282523,ok
Arochukwu,U5,"(0, 1, 1)","(1, 0, 0, 12)",971.2424628849602,906.4977013917113,27.448832744639255,71.68180585382738,ok
Arochukwu,U5,"(1, 0, 1)","(1, 0, 0, 12)",773.0762521495008,675.6508083223332,20.458767852303808,73.195843622274,ok
Arochukwu,U5,"(1, 0, 0)","(1, 0, 0, 12)",777.3445271542845,685.8302691199557,20.767002849960807,72.49262601157307,ok
Arochukwu,A5,"(0, 1, 1)","(0, 1, 1, 12)",5393.259265045581,4987.166666666667,28.176082862523543,975.851014915944,ok
Arochukwu,A5,"(1, 1, 0)","(0, 1, 1, 12)",5393.17757766451,4987.115903902245,28.17579606724432,1126.9448802668994,ok
Arochukwu,A5,"(1, 1, 1)","(0, 1, 1, 12)",5393.214895461603,4987.140513788573,28.17593510615013,1167.3432323757659,ok
Arochukwu,A5,"(0, 1, 1)","(1, 0, 0, 12)",5393.25081574205,4987.154673616451,28.17601510517769,98.80201851537744,ok
Arochukwu,A5,"(1, 0, 1)","(1, 0, 0, 12)",3982.9558048921826,3335.123322725421,18.84250464816622,97.91704755459298,ok
Arochukwu,A5,"(1, 0, 0)","(1, 0, 0, 12)",3794.8931298906427,2926.9987949067377,16.536716355405296,108.06944022429285,ok
Bende,PW,"(0, 1, 1)","(0, 1, 1, 12)",4101.425678623548,3748.0437498127226,12.278603602990081,1214.1654687611447,ok
Bende,PW,"(1, 1, 0)","(0, 1, 1, 12)",4101.418202709311,3748.0699203110235,12.27868933762825,1180.3428908665105,ok
Bende,PW,"(1, 1, 1)","(0, 1, 1, 12)",4101.427925607819,3748.048998618357,12.278620798094536,1104.6931842206316,ok
