date,periodname,PW,Under_5yrs,Above_5yrs,Total_incidence_cases,LGA,date_alignment,total_check
2025-05-01,0,4542,809,4489,9840,Umuahia South,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-06-01,0,16597,2958,16396,35951,Umuahia South,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-07-01,0,4088,864,4018,8970,Umuahia South,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-08-01,0,5119,1042,5022,11183,Umuahia South,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-09-01,0,5199,1056,5134,11389,Umuahia South,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-10-01,0,6298,1285,6199,13782,Umuahia South,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-11-01,0,6241,1258,6116,13615,Umuahia South,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-12-01,0,7102,1549,6990,15641,Umuahia South,Direct monthly mapping: Jan 2021--Apr 2026,True
2026-01-01,0,2274,589,2224,5087,Umuahia South,Direct monthly mapping: Jan 2021--Apr 2026,True
2026-02-01,0,2486,818,2392,5696,Umuahia South,Direct monthly mapping: Jan 2021--Apr 2026,True
2026-03-01,0,2714,919,2612,6245,Umuahia South,Direct monthly mapping: Jan 2021--Apr 2026,True
2026-04-01,0,2581,801,2506,5888,Umuahia South,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-01-01,0,0,7,8,15,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-02-01,0,31,3,19,53,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-03-01,0,18,7,10,35,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-04-01,0,60,20,50,130,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-05-01,0,55,20,49,124,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-06-01,0,87,32,76,195,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-07-01,0,106,49,83,238,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-08-01,0,116,45,98,259,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-09-01,0,123,25,90,238,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-10-01,0,58,16,44,118,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-11-01,0,89,31,68,188,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2021-12-01,0,50,20,37,107,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-01-01,0,61,22,50,133,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-02-01,0,54,20,32,106,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-03-01,0,33,28,24,85,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-04-01,0,52,24,35,111,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-05-01,0,103,32,88,223,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-06-01,0,99,46,79,224,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-07-01,0,156,61,124,341,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-08-01,0,104,35,84,223,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-09-01,0,88,18,56,162,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-10-01,0,72,23,66,161,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-11-01,0,65,38,50,153,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2022-12-01,0,91,27,74,192,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-01-01,0,90,21,50,161,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-02-01,0,80,29,56,165,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-03-01,0,77,32,51,160,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-04-01,0,84,36,62,182,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-05-01,0,2,1,1,4,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-06-01,0,101,37,69,207,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-07-01,0,117,29,95,241,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-08-01,0,115,94,77,286,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-09-01,0,109,58,73,240,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-10-01,0,135,48,100,283,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-11-01,0,53,24,33,110,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2023-12-01,0,112,36,92,240,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-01-01,0,160,48,108,316,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-02-01,0,155,41,112,308,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-03-01,0,176,35,105,316,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-04-01,0,106,23,85,214,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-05-01,0,191,57,155,403,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-06-01,0,288,74,215,577,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-07-01,0,340,80,282,702,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-08-01,0,1352,241,1197,2790,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-09-01,0,3160,632,2986,6778,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-10-01,0,3761,613,3601,7975,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-11-01,0,3956,781,3790,8527,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2024-12-01,0,3222,680,2866,6768,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-01-01,0,2159,571,2061,4791,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-02-01,0,2448,576,2330,5354,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-03-01,0,2891,582,2742,6215,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-04-01,0,3353,777,3215,7345,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-05-01,0,3325,644,3172,7141,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-06-01,0,24442,3584,23207,51233,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-07-01,0,8916,1729,8503,19148,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-08-01,0,7358,1447,7019,15824,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-09-01,0,5704,1188,5397,12289,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-10-01,0,4918,1553,4657,11128,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-11-01,0,3569,1448,3330,8347,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2025-12-01,0,5437,2060,5044,12541,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2026-01-01,0,4040,1048,3784,8872,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2026-02-01,0,3191,896,2882,6969,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2026-03-01,0,2966,980,2754,6700,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
2026-04-01,0,3284,1008,2966,7258,Umu Neochi,Direct monthly mapping: Jan 2021--Apr 2026,True
